1780391403877, 53542, 0, 0, 0
1780391404095, 32880, 0, 0, 0
1780391404297, 40756, 0, 0, 0
1780391404497, 20480, 0, 0, 0
1780391404697, 25600, 0, 0, 0
1780391404897, 184320, 0, 0, 0
1780391405096, 118351, 0, 0, 0
1780391405297, 106985, 0, 0, 0
1780391405697, 10240, 0, 0, 0
1780391405897, 15360, 0, 0, 0
1780391406096, 10291, 0, 0, 0
1780391406296, 40960, 0, 0, 0
1780391406496, 46080, 0, 0, 0
1780391406696, 35840, 0, 0, 0
1780391406896, 5120, 0, 0, 0
1780391407096, 20480, 0, 0, 0
1780391407296, 15360, 0, 0, 0
1780391407496, 15360, 0, 0, 0
1780391407697, 880640, 0, 0, 0
1780391407897, 353280, 0, 0, 0
1780391408097, 25600, 0, 0, 0
1780391408297, 61440, 0, 0, 0
1780391408497, 15360, 0, 0, 0
1780391408697, 46080, 0, 0, 0
1780391408896, 82331, 0, 0, 0
1780391409096, 35840, 0, 0, 0
1780391409296, 20480, 0, 0, 0
1780391409496, 20480, 0, 0, 0
1780391409696, 25600, 0, 0, 0
1780391409896, 35840, 0, 0, 0
1780391410097, 56320, 0, 0, 0
1780391410297, 122880, 0, 0, 0
1780391410497, 204800, 0, 0, 0
1780391410697, 563200, 0, 0, 0
1780391410897, 20480, 0, 0, 0
1780391411097, 20480, 0, 0, 0
1780391411297, 20480, 0, 0, 0
1780391411496, 56603, 0, 0, 0
1780391411696, 15360, 0, 0, 0
1780391411896, 30720, 0, 0, 0
1780391412096, 25600, 0, 0, 0
1780391412296, 10240, 0, 0, 0
1780391412496, 25600, 0, 0, 0
1780391412696, 30720, 0, 0, 0
1780391412896, 256000, 0, 0, 0
1780391413097, 15360, 0, 0, 0
1780391413497, 1162240, 0, 0, 0
1780391413697, 496640, 0, 0, 0
1780391414097, 20480, 0, 0, 0
1780391414297, 20480, 0, 0, 0
1780391414497, 30720, 0, 0, 0
1780391414696, 20582, 0, 0, 0
1780391414896, 15360, 0, 0, 0
1780391415096, 56320, 0, 0, 0
1780391415296, 15360, 0, 0, 0
1780391415496, 30720, 0, 0, 0
1780391415696, 51200, 0, 0, 0
1780391415896, 40960, 0, 0, 0
1780391416096, 15360, 0, 0, 0
1780391416296, 25600, 0, 0, 0
1780391416697, 10240, 0, 0, 0
1780391416897, 20480, 0, 0, 0
1780391417097, 15360, 0, 0, 0
1780391417297, 10240, 0, 0, 0
1780391417697, 15360, 0, 0, 0
1780391417896, 5145, 0, 0, 0
1780391418096, 30720, 0, 0, 0
1780391418296, 5120, 0, 0, 0
1780391418496, 20480, 0, 0, 0
1780391418696, 742400, 0, 0, 0
1780391418896, 35840, 0, 0, 0
1780391419296, 15360, 0, 0, 0
1780391419497, 30720, 0, 0, 0
1780391419697, 40960, 0, 0, 0
1780391419897, 143360, 0, 0, 0
1780391420097, 10240, 0, 0, 0
1780391420297, 35840, 0, 0, 0
1780391420497, 15360, 0, 0, 0
1780391420697, 25600, 0, 0, 0
1780391420897, 20480, 0, 0, 0
1780391421097, 25600, 0, 0, 0
1780391421496, 25728, 0, 0, 0
1780391421696, 10240, 0, 0, 0
1780391421896, 15360, 0, 0, 0
1780391422096, 10240, 0, 0, 0
1780391422296, 25600, 0, 0, 0
1780391422496, 10240, 0, 0, 0
1780391422696, 20480, 0, 0, 0
1780391422897, 20480, 0, 0, 0
1780391423097, 112640, 0, 0, 0
1780391423297, 20480, 0, 0, 0
1780391423497, 640000, 0, 0, 0
1780391423897, 30720, 0, 0, 0
1780391424097, 20480, 0, 0, 0
1780391424297, 30720, 0, 0, 0
1780391424496, 30874, 0, 0, 0
1780391424696, 15360, 0, 0, 0
1780391424896, 15360, 0, 0, 0
1780391425096, 35840, 0, 0, 0
1780391425296, 40960, 0, 0, 0
1780391425496, 20480, 0, 0, 0
1780391425697, 10240, 0, 0, 0
1780391425897, 20480, 0, 0, 0
1780391426097, 25600, 0, 0, 0
1780391426297, 30720, 0, 0, 0
1780391426497, 76800, 0, 0, 0
1780391426697, 15360, 0, 0, 0
1780391426897, 15360, 0, 0, 0
1780391427097, 15360, 0, 0, 0
1780391427296, 25728, 0, 0, 0
1780391427496, 46080, 0, 0, 0
1780391427696, 35840, 0, 0, 0
1780391427896, 35840, 0, 0, 0
1780391428096, 20480, 0, 0, 0
1780391428296, 10240, 0, 0, 0
1780391428496, 51200, 0, 0, 0
1780391428697, 15360, 0, 0, 0
1780391429097, 15360, 0, 0, 0
1780391429697, 15360, 0, 0, 0
1780391429897, 61440, 0, 0, 0
1780391430096, 10291, 0, 0, 0
1780391430296, 5120, 0, 0, 0
1780391430496, 20480, 0, 0, 0
1780391430696, 10240, 0, 0, 0
1780391430896, 20480, 0, 0, 0
1780391431096, 15360, 0, 0, 0
1780391431297, 51200, 0, 0, 0
1780391431497, 15360, 0, 0, 0
1780391431697, 5120, 0, 0, 0
1780391431897, 35840, 0, 0, 0
1780391432097, 271360, 0, 0, 0
1780391432297, 5120, 0, 0, 0
1780391432497, 10240, 0, 0, 0
1780391432696, 61748, 0, 0, 0
1780391433096, 15360, 0, 0, 0
1780391433296, 15360, 0, 0, 0
1780391433496, 25600, 0, 0, 0
1780391403877, 29720, 0, 0, 0
1780391404095, 28183, 0, 0, 0
1780391404296, 35661, 0, 0, 0
1780391404496, 15360, 0, 0, 0
