1780391364071, 1361364, 0, 0, 0
1780391364311, 635733, 0, 0, 0
1780391364571, 1921969, 0, 0, 0
1780391364811, 913066, 0, 0, 0
1780391365011, 634880, 0, 0, 0
1780391365211, 727040, 0, 0, 0
1780391365411, 1377280, 0, 0, 0
1780391365611, 1740800, 0, 0, 0
1780391365811, 1203200, 0, 0, 0
1780391366011, 414720, 0, 0, 0
1780391366211, 752640, 0, 0, 0
1780391366411, 312320, 0, 0, 0
1780391366611, 691200, 0, 0, 0
1780391366811, 394240, 0, 0, 0
1780391367011, 230400, 0, 0, 0
1780391367210, 1116623, 0, 0, 0
1780391367411, 1054720, 0, 0, 0
1780391367611, 1566720, 0, 0, 0
1780391367811, 1510400, 0, 0, 0
1780391368011, 1781760, 0, 0, 0
1780391368211, 916480, 0, 0, 0
1780391368411, 875520, 0, 0, 0
1780391368611, 2068480, 0, 0, 0
1780391368811, 1059840, 0, 0, 0
1780391369011, 1305600, 0, 0, 0
1780391369211, 189440, 0, 0, 0
1780391369411, 348160, 0, 0, 0
1780391369611, 588800, 0, 0, 0
1780391369811, 558080, 0, 0, 0
1780391370011, 2176000, 0, 0, 0
1780391370211, 788480, 0, 0, 0
1780391370411, 1372160, 0, 0, 0
1780391370611, 355055, 0, 0, 0
1780391370811, 1018880, 0, 0, 0
1780391371011, 542720, 0, 0, 0
1780391371211, 1725440, 0, 0, 0
1780391371411, 967680, 0, 0, 0
1780391371611, 2088960, 0, 0, 0
1780391371811, 1966080, 0, 0, 0
1780391372011, 1315840, 0, 0, 0
1780391372211, 655360, 0, 0, 0
1780391372411, 1013760, 0, 0, 0
1780391372611, 1085440, 0, 0, 0
1780391372811, 440320, 0, 0, 0
1780391373011, 901120, 0, 0, 0
1780391373211, 1049600, 0, 0, 0
1780391373411, 3415040, 0, 0, 0
1780391373611, 174080, 0, 0, 0
1780391373811, 46080, 0, 0, 0
1780391374011, 1474560, 0, 0, 0
1780391374210, 2938211, 0, 0, 0
1780391374411, 911360, 0, 0, 0
1780391374611, 250880, 0, 0, 0
1780391374811, 967680, 0, 0, 0
1780391375011, 977920, 0, 0, 0
1780391375211, 1116160, 0, 0, 0
1780391375411, 783360, 0, 0, 0
