t_boot_s	cum_ios	cum_bytes	cum_lat_ns
3448.156681	142040	148939735040	566146645274
3448.356681	142833	149771255808	573174515733
3448.556681	143474	150443393024	578149308266
3448.756681	144154	151156424704	582798767275
3448.956681	144954	151995285504	586862358919
3449.156681	146028	153121456128	590927311819
3449.356681	146747	153875382272	594974698010
3449.556681	147797	154976387072	599178168232
3449.756681	148905	156138209280	603243021370
3449.956681	149902	157183639552	607774370893
3450.156681	151079	158417813504	612085541388
3450.356681	151528	158888624128	613957542182
3450.556681	152598	160010600448	618711437122
3450.756681	153769	161238482944	622727252519
3450.956681	154967	162494676992	626984953527
3451.156681	155897	163469852672	631196935515
3451.356681	156969	164593926144	635499627094
3451.556681	158062	165740019712	639690485216
3451.756681	159212	166945882112	644118450430
3451.956681	160130	167908474880	648642924121
3452.156681	161290	169124823040	652914709916
3452.356681	162310	170194370560	657229164745
3452.556681	163215	171143331840	661665959800
3452.756681	164284	172264259584	665877430770
3452.956681	165515	173555056640	670182269925
3453.156681	166288	174365605888	672064089892
3453.156773	166288	174365605888	672064089892
