t_boot_s	cum_ios	cum_bytes	cum_lat_ns
3262.431291	0	0	0
3262.631460	1032	1082130432	4075473604
3262.831460	2068	2168455168	8555652073
3263.031460	3092	3242196992	12729522749
3263.231460	4268	4475322368	17186316118
3263.431460	5120	5368709120	21304613989
3263.631460	7021	7362052096	25499045149
3263.831460	9592	10057940992	30008072281
3264.031460	12064	12650020864	34281015029
3264.231460	13772	14440988672	38665212267
3264.431460	16064	16844324864	43173199254
3264.631460	18592	19495124992	47656432147
3264.831460	20104	21080571904	51810599506
3265.031460	22117	23191355392	56094577080
3265.231460	24706	25906118656	60512020360
3265.431460	27308	28634513408	64957636949
3265.631460	29666	31107055616	69267149888
3265.831460	32299	33867956224	73768439893
3266.031460	34899	36594253824	78363745295
3266.231460	37194	39000735744	82631213583
3266.431460	39749	41679847424	86921570079
3266.631460	42257	44309676032	91209665177
3266.831460	44804	46980399104	95606953102
3267.031460	47258	49553604608	99758183518
3267.231460	49882	52305068032	104253204306
3267.431460	52434	54981033984	108477032447
3267.631460	55089	57765003264	112943825653
3267.831460	57697	60499689472	117522889990
3268.031460	60263	63190335488	121885446748
3268.231460	62886	65940750336	126231960551
3268.431460	65458	68637687808	130461725580
3268.631460	68010	71313653760	134748839627
3268.831460	70600	74029465600	139141612779
3269.031460	73196	76751568896	143387824411
3269.231460	75804	79486255104	147705431187
3269.431460	78304	82107695104	151961942272
3269.631460	80905	84835041280	156437520360
3269.831460	83473	87527784448	160971165680
3270.031460	85894	90066386944	165297761331
3270.231460	88430	92725575680	169588650193
3270.431460	90552	94950653952	174250865667
3270.631460	93139	97663320064	178590414526
3270.831460	95671	100318314496	183037604907
3271.031460	98130	102896762880	187352999392
3271.231460	100656	105545465856	191617166170
3271.431460	103224	108238209024	195860650458
3271.631460	105815	110955069440	200145923686
3271.831460	108427	113693949952	204727116445
3272.031460	110620	115993477120	209162837134
3272.231460	113249	118750183424	213666022306
3272.431460	115834	121460752384	218076707344
3272.631460	118426	124178661376	222526819419
3272.831460	121062	126942707712	226785654402
3273.031460	123495	129493893120	231064707625
3273.231460	126087	132211802112	235241661966
3273.431460	128691	134942294016	239431047095
3273.631460	131289	137666494464	243738867192
3273.831460	133907	140411666432	248160116783
3274.031460	136525	143156838400	252477586957
3274.231460	139122	145879990272	256800806088
3274.431460	141734	148618870784	261020941514
3274.631460	144285	151293788160	265250796176
3274.831460	146871	154005405696	269641589021
3275.031460	149445	156704440320	274061023175
3275.231460	152033	159418155008	278242601240
3275.431460	154641	162152841216	282547211553
3275.631460	157299	164939956224	287085599384
3275.831460	159927	167695613952	291487361391
3276.031460	162531	170426105856	295848549116
3276.231460	165174	173197492224	300088334047
3276.431460	167745	175893381120	304335446456
3276.631460	170410	178687836160	308517433280
3276.831460	173049	181455028224	312784786244
3277.031460	175685	184219074560	317023615480
3277.231460	178355	187018772480	321247252627
3277.431460	180906	189693689856	325519280606
3277.631460	183591	192509116416	330047646496
3277.831460	186231	195277357056	334558310725
3278.031460	188569	197728927744	338823486160
3278.231460	191232	200521285632	343061174438
3278.431460	193817	203231854592	347325705816
3278.631460	196477	206021066752	351715326943
3278.831460	198988	208654041088	355975150023
3279.031460	201562	211353075712	360337097539
3279.231460	204203	214122364928	364460921309
3279.431460	206849	216896897024	368782447157
3279.631460	209507	219684012032	373035937815
3279.831460	212161	222466932736	377306001251
3280.031460	214749	225180647424	381515252809
3280.231460	217349	227906945024	385725302482
3280.431460	219936	230619611136	389932968368
3280.631460	222555	233365831680	394212267794
3280.831460	224995	235924357120	398381227411
3281.031460	227564	238618148864	402669494163
3281.231460	230049	241223860224	406780988012
3281.431460	232628	243928137728	411266288611
3281.631460	235292	246721544192	415665050591
3281.831460	237904	249460424704	420108763845
3282.031460	240578	252264316928	424769501937
3282.231460	243225	255039897600	429250135719
3282.431460	245834	257775632384	433624365628
3282.631460	248457	260526047232	438144695276
3282.831460	251060	263255490560	442617050075
3283.031460	253679	266001711104	446964162068
