t_boot_s	cum_ios	cum_bytes	cum_lat_ns
3283.231460	256164	268607422464	451237828433
3283.431460	258788	271358885888	455792796557
3283.631460	261445	274144952320	460289661504
3283.831460	264076	276903755776	464720229648
3284.031460	266652	279604887552	469072173523
3284.231460	269191	282267222016	473277031050
3284.431460	271657	284853010432	477575510138
3284.631460	274292	287616008192	481902214929
3284.831460	276890	290340208640	486353909247
3285.031460	279521	293099012096	490648615022
3285.231460	282126	295830552576	494909444525
3285.431460	284409	298224451584	498983501276
3285.631460	286685	300611010560	503297240221
3285.831460	289277	303328919552	507659132584
3286.031460	291908	306087723008	511992897087
3286.231460	294565	308873789440	516328047718
3286.431460	297175	311610572800	520596518431
3286.631460	299784	314346307584	525061806586
3286.831460	302401	317090430976	529594734731
3287.031460	305014	319830360064	533778730461
3287.231460	307658	322602795008	537986211365
3287.431460	310240	325310218240	542258888644
3287.631460	312849	328045953024	546536972431
3287.831460	315403	330724016128	550904065820
3288.031460	318022	333470236672	555060992808
3288.231460	320377	335939633152	559364303850
3288.431460	322951	338638667776	563725136492
3288.631460	325611	341427879936	568131110486
3288.831460	328128	344067145728	572419342354
3289.031460	330603	346662371328	576645117354
3289.231460	332688	348848652288	581060373265
3289.431460	335346	351635767296	585383842457
3289.631460	337965	354381987840	589663862395
3289.831460	340577	357120868352	593961075764
3290.031460	343200	359871283200	598169787452
3290.231460	345830	362629038080	602339345211
3290.431460	348473	365400424448	606566336540
3290.631460	351118	368173907968	610828482124
3290.831460	353720	370902302720	615087306435
3291.031460	356332	373641183232	619331824393
3291.231460	358973	376410472448	623649070359
3291.431460	361628	379194441728	627881148511
3291.631460	364256	381950099456	632106073383
3291.831460	366830	384649134080	636475600246
3292.031460	369468	387415277568	640681950744
3292.231460	372096	390170935296	644979900047
3292.431460	374703	392904572928	649395251519
3292.631460	377370	395701125120	653637949782
3292.831460	379965	398422179840	657934597292
3293.031460	382564	401147428864	662194788483
3293.231460	385182	403892600832	666529654152
3293.431460	387770	406606315520	670932653433
3293.631460	390422	409387139072	675142867881
3293.831460	393062	412155379712	679405609988
3294.031460	394276	413428350976	681797145080
3294.031528	394276	413428350976	681797145080
