t_boot_s	cum_ios	cum_bytes	cum_lat_ns
3322.435924	114871	120450973696	432400570291
3322.635924	115909	121539395584	436652084470
3322.835924	116907	122585874432	440828887769
3323.035924	117671	123386986496	445077513269
3323.235924	118678	124442902528	449304591060
3323.435924	119446	125248208896	452079831756
3323.635924	119981	125809197056	457885974810
3323.835924	121208	127095799808	462114237412
3324.035924	122224	128161153024	466495479380
3324.235924	123355	129347092480	470666903207
3324.435924	124559	130609577984	474855624085
3324.635924	125759	131867869184	479115842541
3324.835924	126917	133082120192	483514193585
3325.035924	128161	134386548736	487785309458
3325.235924	128686	134937051136	491563667958
3325.435924	129137	135409958912	496625764685
3325.635924	130324	136654618624	500986887136
3325.835924	131570	137961144320	505453127179
3326.035924	132682	139127160832	509697962201
3326.235924	133853	140355043328	513943259445
3326.435924	134980	141536788480	518202005990
3326.635924	136098	142709096448	522525614197
3326.835924	137061	143718875136	526782234539
3327.035924	137964	144665739264	531238051786
3327.235924	139002	145754161152	535420189315
3327.435924	139955	146753454080	539501390404
3327.635924	141169	148026425344	543757989906
3327.835924	142323	149236482048	547929225629
3328.035924	143170	150124625920	552641881118
3328.235924	144379	151392354304	556959447105
3328.435924	145545	152614993920	561178196683
3328.635924	146697	153822953472	565359297668
3328.835924	147927	155112701952	569413758326
3329.035924	149093	156335341568	573414059623
3329.235924	150245	157543301120	577646334319
3329.435924	151344	158695686144	581809776345
3329.635924	152495	159902597120	586336797004
3329.835924	153314	160761380864	590307671476
3330.035924	154343	161840365568	594654272429
3330.235924	155523	163077685248	599017773367
3330.435924	156656	164265721856	603357510028
3330.635924	157561	165214683136	607484589570
3330.835924	158648	166354485248	611676496416
3331.035924	159813	167576076288	615750188628
3331.235924	160866	168680226816	619943006960
3331.435924	161983	169851486208	624075601314
3331.635924	163166	171091951616	628328708322
3331.835924	164346	172329271296	632609656439
3332.035924	165020	173036011520	637453353732
3332.235924	166220	174294302720	641700074457
3332.435924	167288	175414181888	646037131300
3332.635924	168024	176185933824	649956767251
3332.835924	169180	177398087680	654059078544
3333.035924	170415	178693079040	658254214769
3333.235924	171167	179481608192	662543772474
3333.435924	172171	180534378496	666732797086
3333.635924	173236	181651111936	671056431764
3333.835924	173712	182150234112	672222197746
3333.835970	173712	182150234112	672222197746
