bg_count,burst_thinktime,bg_rw,bg_bs,bg_iodepth,burst_rw,burst_bs,burst_iodepth,iteration,scheduler,背景流总带宽KB/s,突发任务带宽KB/s,总体带宽KB/s,背景流总带宽MB/s,突发任务带宽MB/s,总体带宽MB/s,突发任务平均延迟us,突发任务99%延迟us
测试名称,模式,背景流总带宽(KB/s),突发任务带宽(KB/s),总体带宽(KB/s),背景流总带宽(MB/s),突发任务带宽(MB/s),总体带宽(MB/s),突发任务平均延迟(μs),突发任务99%延迟(μs)
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4k_bg_iodepth-4_bg_count-8_iter-3,none,631304,39,631343,616,0,616,56,75
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4k_bg_iodepth-4_bg_count-8_iter-3,bfq,633719,39,633758,618,0,618,55,73
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4k_bg_iodepth-4_bg_count-8_iter-3,bfq_limit,638912,39,638951,623,0,623,55,75
测试名称,模式,背景流总带宽(KB/s),突发任务带宽(KB/s),总体带宽(KB/s),背景流总带宽(MB/s),突发任务带宽(MB/s),总体带宽(MB/s),突发任务平均延迟(μs),突发任务99%延迟(μs)
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-16k_bg_iodepth-4_bg_count-8_iter-1,none,2558650,39,2558689,2498,0,2498,60,97
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-16k_bg_iodepth-4_bg_count-8_iter-1,bfq,2529282,39,2529321,2470,0,2470,56,171
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-16k_bg_iodepth-4_bg_count-8_iter-1,bfq_limit,2539115,39,2539154,2479,0,2479,55,123
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-16k_bg_iodepth-4_bg_count-8_iter-2,none,2547580,39,2547619,2487,0,2487,60,83
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-16k_bg_iodepth-4_bg_count-8_iter-2,bfq,2550564,39,2550603,2490,0,2490,65,89
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-16k_bg_iodepth-4_bg_count-8_iter-2,bfq_limit,2542202,39,2542241,2482,0,2482,64,79
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-16k_bg_iodepth-4_bg_count-8_iter-3,none,2543778,39,2543817,2484,0,2484,54,70
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-16k_bg_iodepth-4_bg_count-8_iter-3,bfq,2543188,39,2543227,2483,0,2483,59,77
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-16k_bg_iodepth-4_bg_count-8_iter-3,bfq_limit,2531921,39,2531960,2472,0,2472,55,71
测试名称,模式,背景流总带宽(KB/s),突发任务带宽(KB/s),总体带宽(KB/s),背景流总带宽(MB/s),突发任务带宽(MB/s),总体带宽(MB/s),突发任务平均延迟(μs),突发任务99%延迟(μs)
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-64k_bg_iodepth-4_bg_count-8_iter-1,none,10039246,39,10039285,9803,0,9803,61,105
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-64k_bg_iodepth-4_bg_count-8_iter-1,bfq,10045004,39,10045043,9809,0,9809,51,101
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-64k_bg_iodepth-4_bg_count-8_iter-1,bfq_limit,10047285,39,10047324,9811,0,9811,50,114
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-64k_bg_iodepth-4_bg_count-8_iter-2,none,10063807,39,10063846,9827,0,9827,54,116
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-64k_bg_iodepth-4_bg_count-8_iter-2,bfq,10112384,39,10112423,9875,0,9875,65,121
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-64k_bg_iodepth-4_bg_count-8_iter-2,bfq_limit,10094827,39,10094866,9858,0,9858,54,210
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-64k_bg_iodepth-4_bg_count-8_iter-3,none,10008353,39,10008392,9773,0,9773,54,110
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-64k_bg_iodepth-4_bg_count-8_iter-3,bfq,10131094,39,10131133,9893,0,9893,51,142
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-64k_bg_iodepth-4_bg_count-8_iter-3,bfq_limit,10092212,39,10092251,9855,0,9855,53,148
测试名称,模式,背景流总带宽(KB/s),突发任务带宽(KB/s),总体带宽(KB/s),背景流总带宽(MB/s),突发任务带宽(MB/s),总体带宽(MB/s),突发任务平均延迟(μs),突发任务99%延迟(μs)
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-256k_bg_iodepth-4_bg_count-8_iter-1,none,14448715,39,14448754,14110,0,14110,476,561
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-256k_bg_iodepth-4_bg_count-8_iter-1,bfq,12277365,39,12277404,11989,0,11989,499,659
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-256k_bg_iodepth-4_bg_count-8_iter-1,bfq_limit,12546913,39,12546952,12252,0,12252,237,317
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-256k_bg_iodepth-4_bg_count-8_iter-2,none,14042759,39,14042798,13713,0,13713,488,594
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-256k_bg_iodepth-4_bg_count-8_iter-2,bfq,11985746,39,11985785,11704,0,11704,507,651
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-256k_bg_iodepth-4_bg_count-8_iter-2,bfq_limit,12848055,39,12848094,12546,0,12546,228,285
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-256k_bg_iodepth-4_bg_count-8_iter-3,none,14205907,39,14205946,13872,0,13872,493,586
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-256k_bg_iodepth-4_bg_count-8_iter-3,bfq,11980903,40,11980943,11700,0,11700,503,692
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-256k_bg_iodepth-4_bg_count-8_iter-3,bfq_limit,12643623,39,12643662,12347,0,12347,240,322
测试名称,模式,背景流总带宽(KB/s),突发任务带宽(KB/s),总体带宽(KB/s),背景流总带宽(MB/s),突发任务带宽(MB/s),总体带宽(MB/s),突发任务平均延迟(μs),突发任务99%延迟(μs)
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-1024k_bg_iodepth-4_bg_count-8_iter-1,none,12102994,39,12103033,11819,0,11819,2538,3129
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-1024k_bg_iodepth-4_bg_count-8_iter-1,bfq,11215365,39,11215404,10952,0,10952,2543,3260
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-1024k_bg_iodepth-4_bg_count-8_iter-1,bfq_limit,11478594,39,11478633,11209,0,11209,237,412
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-1024k_bg_iodepth-4_bg_count-8_iter-2,none,12205239,39,12205278,11919,0,11919,2529,3129
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-1024k_bg_iodepth-4_bg_count-8_iter-2,bfq,11143237,39,11143276,10882,0,10882,2584,3228
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-1024k_bg_iodepth-4_bg_count-8_iter-2,bfq_limit,11471776,39,11471815,11202,0,11202,252,461
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-1024k_bg_iodepth-4_bg_count-8_iter-3,none,11897241,39,11897280,11618,0,11618,2571,3293
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-1024k_bg_iodepth-4_bg_count-8_iter-3,bfq,11113986,39,11114025,10853,0,10853,2596,3097
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-1024k_bg_iodepth-4_bg_count-8_iter-3,bfq_limit,11781183,39,11781222,11505,0,11505,253,391
测试名称,模式,背景流总带宽(KB/s),突发任务带宽(KB/s),总体带宽(KB/s),背景流总带宽(MB/s),突发任务带宽(MB/s),总体带宽(MB/s),突发任务平均延迟(μs),突发任务99%延迟(μs)
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4096k_bg_iodepth-4_bg_count-8_iter-1,none,11977541,38,11977579,11696,0,11696,3473,14746
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4096k_bg_iodepth-4_bg_count-8_iter-1,bfq,11289095,39,11289134,11024,0,11024,2428,2900
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4096k_bg_iodepth-4_bg_count-8_iter-1,bfq_limit,11284144,39,11284183,11019,0,11019,273,510
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4096k_bg_iodepth-4_bg_count-8_iter-2,none,11900678,38,11900716,11621,0,11621,2986,3850
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4096k_bg_iodepth-4_bg_count-8_iter-2,bfq,11304761,39,11304800,11039,0,11039,2400,2933
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4096k_bg_iodepth-4_bg_count-8_iter-2,bfq_limit,11202425,39,11202464,10939,0,10939,242,449
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4096k_bg_iodepth-4_bg_count-8_iter-3,none,11921691,38,11921729,11642,0,11642,2985,3654
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4096k_bg_iodepth-4_bg_count-8_iter-3,bfq,11297695,39,11297734,11032,0,11032,2464,3031
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4096k_bg_iodepth-4_bg_count-8_iter-3,bfq_limit,11317628,39,11317667,11052,0,11052,299,502
测试名称,模式,背景流总带宽(KB/s),突发任务带宽(KB/s),总体带宽(KB/s),背景流总带宽(MB/s),突发任务带宽(MB/s),总体带宽(MB/s),突发任务平均延迟(μs),突发任务99%延迟(μs)
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4k_bg_iodepth-4_bg_count-16_iter-1,none,646079,39,646118,630,0,630,104,60
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4k_bg_iodepth-4_bg_count-16_iter-1,bfq,649247,39,649286,634,0,634,103,74
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4k_bg_iodepth-4_bg_count-16_iter-1,bfq_limit,616472,39,616511,602,0,602,106,88
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4k_bg_iodepth-4_bg_count-16_iter-2,none,643924,39,643963,628,0,628,103,65
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4k_bg_iodepth-4_bg_count-16_iter-2,bfq,640840,39,640879,625,0,625,104,61
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4k_bg_iodepth-4_bg_count-16_iter-2,bfq_limit,639279,39,639318,624,0,624,105,76
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4k_bg_iodepth-4_bg_count-16_iter-3,none,643606,39,643645,628,0,628,104,64
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4k_bg_iodepth-4_bg_count-16_iter-3,bfq,646555,39,646594,631,0,631,103,77
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4k_bg_iodepth-4_bg_count-16_iter-3,bfq_limit,612394,39,612433,598,0,598,106,78
测试名称,模式,背景流总带宽(KB/s),突发任务带宽(KB/s),总体带宽(KB/s),背景流总带宽(MB/s),突发任务带宽(MB/s),总体带宽(MB/s),突发任务平均延迟(μs),突发任务99%延迟(μs)
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-16k_bg_iodepth-4_bg_count-16_iter-1,none,2591015,39,2591054,2530,0,2530,103,60
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-16k_bg_iodepth-4_bg_count-16_iter-1,bfq,2400139,39,2400178,2343,0,2343,107,81
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-16k_bg_iodepth-4_bg_count-16_iter-1,bfq_limit,2583144,39,2583183,2522,0,2522,111,84
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-16k_bg_iodepth-4_bg_count-16_iter-2,none,2558217,39,2558256,2498,0,2498,111,82
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-16k_bg_iodepth-4_bg_count-16_iter-2,bfq,2563471,39,2563510,2503,0,2503,108,89
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-16k_bg_iodepth-4_bg_count-16_iter-2,bfq_limit,2588527,39,2588566,2527,0,2527,112,105
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-16k_bg_iodepth-4_bg_count-16_iter-3,none,2583202,39,2583241,2522,0,2522,105,80
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-16k_bg_iodepth-4_bg_count-16_iter-3,bfq,2599530,39,2599569,2538,0,2538,102,73
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-16k_bg_iodepth-4_bg_count-16_iter-3,bfq_limit,2572583,39,2572622,2512,0,2512,105,76
测试名称,模式,背景流总带宽(KB/s),突发任务带宽(KB/s),总体带宽(KB/s),背景流总带宽(MB/s),突发任务带宽(MB/s),总体带宽(MB/s),突发任务平均延迟(μs),突发任务99%延迟(μs)
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-64k_bg_iodepth-4_bg_count-16_iter-1,none,10295239,39,10295278,10053,0,10053,104,79
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-64k_bg_iodepth-4_bg_count-16_iter-1,bfq,10361520,39,10361559,10118,0,10118,108,218
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-64k_bg_iodepth-4_bg_count-16_iter-1,bfq_limit,10265769,39,10265808,10025,0,10025,102,78
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-64k_bg_iodepth-4_bg_count-16_iter-2,none,10213227,39,10213266,9973,0,9973,107,148
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-64k_bg_iodepth-4_bg_count-16_iter-2,bfq,10321264,39,10321303,10079,0,10079,103,77
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-64k_bg_iodepth-4_bg_count-16_iter-2,bfq_limit,10314407,39,10314446,10072,0,10072,106,155
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-64k_bg_iodepth-4_bg_count-16_iter-3,none,10305380,39,10305419,10063,0,10063,105,80
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-64k_bg_iodepth-4_bg_count-16_iter-3,bfq,9709746,39,9709785,9482,0,9482,106,126
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-64k_bg_iodepth-4_bg_count-16_iter-3,bfq_limit,10367005,39,10367044,10124,0,10124,104,148
测试名称,模式,背景流总带宽(KB/s),突发任务带宽(KB/s),总体带宽(KB/s),背景流总带宽(MB/s),突发任务带宽(MB/s),总体带宽(MB/s),突发任务平均延迟(μs),突发任务99%延迟(μs)
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-256k_bg_iodepth-4_bg_count-16_iter-1,none,14568747,39,14568786,14227,0,14227,1053,1171
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-256k_bg_iodepth-4_bg_count-16_iter-1,bfq,11620435,39,11620474,11348,0,11348,1170,1532
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-256k_bg_iodepth-4_bg_count-16_iter-1,bfq_limit,12389854,39,12389893,12099,0,12099,240,342
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-256k_bg_iodepth-4_bg_count-16_iter-2,none,14643871,39,14643910,14300,0,14300,1046,1155
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-256k_bg_iodepth-4_bg_count-16_iter-2,bfq,11753612,39,11753651,11478,0,11478,1152,1499
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-256k_bg_iodepth-4_bg_count-16_iter-2,bfq_limit,12082539,40,12082579,11799,0,11799,242,317
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-256k_bg_iodepth-4_bg_count-16_iter-3,none,14509560,39,14509599,14169,0,14169,1061,1188
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-256k_bg_iodepth-4_bg_count-16_iter-3,bfq,11771620,39,11771659,11495,0,11495,1148,1434
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-256k_bg_iodepth-4_bg_count-16_iter-3,bfq_limit,12140294,39,12140333,11855,0,11855,246,383
测试名称,模式,背景流总带宽(KB/s),突发任务带宽(KB/s),总体带宽(KB/s),背景流总带宽(MB/s),突发任务带宽(MB/s),总体带宽(MB/s),突发任务平均延迟(μs),突发任务99%延迟(μs)
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-1024k_bg_iodepth-4_bg_count-16_iter-1,none,12227897,38,12227935,11941,0,11941,3235,6062
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-1024k_bg_iodepth-4_bg_count-16_iter-1,bfq,11276399,39,11276438,11012,0,11012,2493,3031
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-1024k_bg_iodepth-4_bg_count-16_iter-1,bfq_limit,11551342,39,11551381,11280,0,11280,262,408
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-1024k_bg_iodepth-4_bg_count-16_iter-2,none,12246246,38,12246284,11959,0,11959,4067,8454
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-1024k_bg_iodepth-4_bg_count-16_iter-2,bfq,11271244,39,11271283,11007,0,11007,2518,2998
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-1024k_bg_iodepth-4_bg_count-16_iter-2,bfq_limit,11573711,39,11573750,11302,0,11302,298,436
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-1024k_bg_iodepth-4_bg_count-16_iter-3,none,12248060,38,12248098,11960,0,11961,5133,10813
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-1024k_bg_iodepth-4_bg_count-16_iter-3,bfq,11283460,39,11283499,11019,0,11019,2521,3031
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-1024k_bg_iodepth-4_bg_count-16_iter-3,bfq_limit,11554619,39,11554658,11283,0,11283,241,297
测试名称,模式,背景流总带宽(KB/s),突发任务带宽(KB/s),总体带宽(KB/s),背景流总带宽(MB/s),突发任务带宽(MB/s),总体带宽(MB/s),突发任务平均延迟(μs),突发任务99%延迟(μs)
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4096k_bg_iodepth-4_bg_count-16_iter-1,none,12158266,36,12158302,11873,0,11873,9556,41681
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4096k_bg_iodepth-4_bg_count-16_iter-1,bfq,11458659,39,11458698,11190,0,11190,2457,3064
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4096k_bg_iodepth-4_bg_count-16_iter-1,bfq_limit,11640790,39,11640829,11367,0,11367,249,391
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4096k_bg_iodepth-4_bg_count-16_iter-2,none,12127872,34,12127906,11843,0,11843,18045,45875
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4096k_bg_iodepth-4_bg_count-16_iter-2,bfq,11451230,39,11451269,11182,0,11182,2432,2966
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4096k_bg_iodepth-4_bg_count-16_iter-2,bfq_limit,11794473,39,11794512,11518,0,11518,252,436
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4096k_bg_iodepth-4_bg_count-16_iter-3,none,12186540,38,12186578,11900,0,11900,2913,3785
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4096k_bg_iodepth-4_bg_count-16_iter-3,bfq,11443809,39,11443848,11175,0,11175,2492,2933
burst_bs-4k_burst_iodepth-1_burst_thinktime-100ms_burst_thinktime_blocks-1_bg_bs-4096k_bg_iodepth-4_bg_count-16_iter-3,bfq_limit,11622472,39,11622511,11350,0,11350,248,379
