配置编号,Background数量,块大小,调度器模式,具体配置,运行次数,Sustained吞吐量,Burst延迟(μs),突发轮次,queue_MB均值,queue_MB峰值,完成时间
14,8,256K,duet_dual,duet_dual(2097152/262144),1,7.240GB/s,110.63,274,1.89,2.23,2026年 05月 21日 星期四 05:02:06 CST
14,8,256K,none,none,2,7.530GB/s,1097.3,266,N/A,N/A,2026年 05月 21日 星期四 05:02:53 CST
14,8,256K,bfq,bfq,2,7.232GB/s,1097.85,266,7.31,8.39,2026年 05月 21日 星期四 05:03:35 CST
14,8,256K,duet_same,duet_same(16777216),2,7.229GB/s,1098.93,266,7.41,8.39,2026年 05月 21日 星期四 05:04:36 CST
14,8,256K,duet_same,duet_same(8388608),2,7.224GB/s,1100.66,266,7.33,8.39,2026年 05月 21日 星期四 05:05:37 CST
14,8,256K,duet_same,duet_same(4194304),2,7.241GB/s,584.51,271,3.85,4.33,2026年 05月 21日 星期四 05:06:38 CST
14,8,256K,duet_same,duet_same(2097152),2,7.255GB/s,315.12,271,1.93,2.23,2026年 05月 21日 星期四 05:07:39 CST
14,8,256K,duet_same,duet_same(1048576),2,7.244GB/s,174.99,271,0.96,1.18,2026年 05月 21日 星期四 05:08:40 CST
14,8,256K,duet_dual,duet_dual(2097152/1048576),2,7.242GB/s,179.81,271,1.92,2.23,2026年 05月 21日 星期四 05:09:41 CST
14,8,256K,duet_dual,duet_dual(2097152/524288),2,7.243GB/s,114,274,1.88,2.23,2026年 05月 21日 星期四 05:10:42 CST
14,8,256K,duet_dual,duet_dual(2097152/262144),2,7.248GB/s,116.45,274,1.9,2.23,2026年 05月 21日 星期四 05:11:43 CST
14,8,256K,none,none,3,7.530GB/s,1097.23,266,N/A,N/A,2026年 05月 21日 星期四 05:12:30 CST
14,8,256K,bfq,bfq,3,7.225GB/s,1098.1,266,7.3,8.39,2026年 05月 21日 星期四 05:13:11 CST
14,8,256K,duet_same,duet_same(16777216),3,7.235GB/s,1099.72,266,7.21,8.39,2026年 05月 21日 星期四 05:14:12 CST
14,8,256K,duet_same,duet_same(8388608),3,7.226GB/s,1099.67,266,7.37,8.39,2026年 05月 21日 星期四 05:15:13 CST
14,8,256K,duet_same,duet_same(4194304),3,7.251GB/s,585.26,270,3.83,4.33,2026年 05月 21日 星期四 05:16:14 CST
14,8,256K,duet_same,duet_same(2097152),3,7.261GB/s,314.33,271,2,2.23,2026年 05月 21日 星期四 05:17:15 CST
14,8,256K,duet_same,duet_same(1048576),3,7.239GB/s,175.88,271,0.97,1.18,2026年 05月 21日 星期四 05:18:16 CST
14,8,256K,duet_dual,duet_dual(2097152/1048576),3,7.253GB/s,178.48,271,1.96,2.23,2026年 05月 21日 星期四 05:19:17 CST
14,8,256K,duet_dual,duet_dual(2097152/524288),3,7.244GB/s,122.25,274,1.88,2.23,2026年 05月 21日 星期四 05:20:18 CST
14,8,256K,duet_dual,duet_dual(2097152/262144),3,7.254GB/s,111.81,274,1.95,2.23,2026年 05月 21日 星期四 05:21:19 CST
15,8,1024K,none,none,1,7.531GB/s,3913.65,266,N/A,N/A,2026年 05月 21日 星期四 05:22:11 CST
15,8,1024K,bfq,bfq,1,7.295GB/s,3856.01,266,27.45,33.16,2026年 05月 21日 星期四 05:22:53 CST
15,8,1024K,duet_same,duet_same(16777216),1,7.279GB/s,2200.73,266,14.53,16.91,2026年 05月 21日 星期四 05:23:54 CST
15,8,1024K,duet_same,duet_same(8388608),1,7.263GB/s,1104.64,266,7.33,8.52,2026年 05月 21日 星期四 05:24:55 CST
15,8,1024K,duet_same,duet_same(4194304),1,7.244GB/s,554.23,271,3.46,4.33,2026年 05月 21日 星期四 05:25:56 CST
15,8,1024K,duet_same,duet_same(2097152),1,7.143GB/s,286.1,271,1.71,2.23,2026年 05月 21日 星期四 05:26:57 CST
15,8,1024K,duet_same,duet_same(1048576),1,6.781GB/s,162.12,271,0.74,1.18,2026年 05月 21日 星期四 05:27:58 CST
15,8,1024K,duet_dual,duet_dual(2097152/1048576),1,7.138GB/s,175.31,271,1.55,2.23,2026年 05月 21日 星期四 05:28:59 CST
15,8,1024K,duet_dual,duet_dual(2097152/524288),1,7.098GB/s,142.15,273,1.46,2.23,2026年 05月 21日 星期四 05:30:00 CST
15,8,1024K,duet_dual,duet_dual(2097152/262144),1,7.146GB/s,102.97,274,1.59,2.23,2026年 05月 21日 星期四 05:31:01 CST
15,8,1024K,none,none,2,7.532GB/s,3906.95,266,N/A,N/A,2026年 05月 21日 星期四 05:31:48 CST
15,8,1024K,bfq,bfq,2,7.297GB/s,3881.94,266,28.77,33.29,2026年 05月 21日 星期四 05:32:30 CST
15,8,1024K,duet_same,duet_same(16777216),2,7.273GB/s,2214.59,266,14.32,16.91,2026年 05月 21日 星期四 05:33:31 CST
15,8,1024K,duet_same,duet_same(8388608),2,7.281GB/s,1115.7,266,7.39,8.52,2026年 05月 21日 星期四 05:34:32 CST
15,8,1024K,duet_same,duet_same(4194304),2,7.244GB/s,565.48,271,3.56,4.33,2026年 05月 21日 星期四 05:35:33 CST
15,8,1024K,duet_same,duet_same(2097152),2,7.208GB/s,290,271,1.54,2.23,2026年 05月 21日 星期四 05:36:34 CST
15,8,1024K,duet_same,duet_same(1048576),2,6.781GB/s,164.24,271,0.77,1.18,2026年 05月 21日 星期四 05:37:35 CST
15,8,1024K,duet_dual,duet_dual(2097152/1048576),2,7.205GB/s,155.31,272,1.64,2.23,2026年 05月 21日 星期四 05:38:36 CST
15,8,1024K,duet_dual,duet_dual(2097152/524288),2,7.150GB/s,133.98,273,1.45,2.23,2026年 05月 21日 星期四 05:39:37 CST
15,8,1024K,duet_dual,duet_dual(2097152/262144),2,7.085GB/s,102.3,274,1.45,2.23,2026年 05月 21日 星期四 05:40:38 CST
15,8,1024K,none,none,3,7.531GB/s,3875.78,266,N/A,N/A,2026年 05月 21日 星期四 05:41:25 CST
15,8,1024K,bfq,bfq,3,7.298GB/s,3870.74,266,28.52,33.03,2026年 05月 21日 星期四 05:42:07 CST
15,8,1024K,duet_same,duet_same(16777216),3,7.282GB/s,2187.52,266,14.64,16.91,2026年 05月 21日 星期四 05:43:08 CST
15,8,1024K,duet_same,duet_same(8388608),3,7.287GB/s,1129.4,266,7.21,8.52,2026年 05月 21日 星期四 05:44:09 CST
15,8,1024K,duet_same,duet_same(4194304),3,7.272GB/s,555.25,271,3.59,4.33,2026年 05月 21日 星期四 05:45:10 CST
15,8,1024K,duet_same,duet_same(2097152),3,7.178GB/s,287.61,271,1.67,2.23,2026年 05月 21日 星期四 05:46:11 CST
15,8,1024K,duet_same,duet_same(1048576),3,6.768GB/s,167.67,271,0.79,1.18,2026年 05月 21日 星期四 05:47:12 CST
15,8,1024K,duet_dual,duet_dual(2097152/1048576),3,7.171GB/s,159.96,271,1.57,2.23,2026年 05月 21日 星期四 05:48:13 CST
15,8,1024K,duet_dual,duet_dual(2097152/524288),3,7.142GB/s,124.02,273,1.57,2.23,2026年 05月 21日 星期四 05:49:14 CST
15,8,1024K,duet_dual,duet_dual(2097152/262144),3,7.018GB/s,107.26,274,1.4,2.23,2026年 05月 21日 星期四 05:50:15 CST
16,8,4096K,none,none,1,7.531GB/s,9464.35,265,N/A,N/A,2026年 05月 21日 星期四 05:51:07 CST
16,8,4096K,bfq,bfq,1,7.312GB/s,3838.22,266,27.38,34.47,2026年 05月 21日 星期四 05:51:49 CST
16,8,4096K,duet_same,duet_same(16777216),1,7.281GB/s,2197.02,266,14.06,16.91,2026年 05月 21日 星期四 05:52:50 CST
16,8,4096K,duet_same,duet_same(8388608),1,7.246GB/s,1081.35,267,6.38,8.52,2026年 05月 21日 星期四 05:53:51 CST
16,8,4096K,duet_same,duet_same(4194304),1,7.211GB/s,562.07,271,2.93,4.33,2026年 05月 21日 星期四 05:54:52 CST
16,8,4096K,duet_same,duet_same(2097152),1,6.964GB/s,296.09,271,1.29,2.23,2026年 05月 21日 星期四 05:55:53 CST
16,8,4096K,duet_same,duet_same(1048576),1,6.640GB/s,171.69,271,0.79,1.18,2026年 05月 21日 星期四 05:56:54 CST
16,8,4096K,duet_dual,duet_dual(2097152/1048576),1,6.968GB/s,184.8,271,1.43,2.23,2026年 05月 21日 星期四 05:57:55 CST
16,8,4096K,duet_dual,duet_dual(2097152/524288),1,6.937GB/s,140.91,274,1.53,2.23,2026年 05月 21日 星期四 05:58:56 CST
16,8,4096K,duet_dual,duet_dual(2097152/262144),1,6.970GB/s,165.98,274,1.52,2.23,2026年 05月 21日 星期四 05:59:57 CST
16,8,4096K,none,none,2,7.531GB/s,7891.52,265,N/A,N/A,2026年 05月 21日 星期四 06:00:44 CST
16,8,4096K,bfq,bfq,2,7.307GB/s,3837.53,266,29.03,33.69,2026年 05月 21日 星期四 06:01:26 CST
16,8,4096K,duet_same,duet_same(16777216),2,7.273GB/s,2214.37,266,14.23,16.91,2026年 05月 21日 星期四 06:02:27 CST
16,8,4096K,duet_same,duet_same(8388608),2,7.254GB/s,1074.34,267,6.61,8.52,2026年 05月 21日 星期四 06:03:28 CST
16,8,4096K,duet_same,duet_same(4194304),2,7.203GB/s,508.96,271,3.17,4.33,2026年 05月 21日 星期四 06:04:29 CST
16,8,4096K,duet_same,duet_same(2097152),2,6.988GB/s,293.89,271,1.5,2.23,2026年 05月 21日 星期四 06:05:30 CST
16,8,4096K,duet_same,duet_same(1048576),2,6.735GB/s,195.08,271,0.67,1.18,2026年 05月 21日 星期四 06:06:31 CST
16,8,4096K,duet_dual,duet_dual(2097152/1048576),2,6.963GB/s,182.54,271,1.47,2.23,2026年 05月 21日 星期四 06:07:32 CST
16,8,4096K,duet_dual,duet_dual(2097152/524288),2,6.916GB/s,122.22,274,1.49,2.23,2026年 05月 21日 星期四 06:08:33 CST
16,8,4096K,duet_dual,duet_dual(2097152/262144),2,6.936GB/s,97.31,274,1.37,2.23,2026年 05月 21日 星期四 06:09:34 CST
16,8,4096K,none,none,3,7.531GB/s,10754.91,265,N/A,N/A,2026年 05月 21日 星期四 06:10:21 CST
16,8,4096K,bfq,bfq,3,7.308GB/s,3846.06,266,28.11,33.82,2026年 05月 21日 星期四 06:11:03 CST
16,8,4096K,duet_same,duet_same(16777216),3,7.276GB/s,2215.55,266,14.53,16.91,2026年 05月 21日 星期四 06:12:04 CST
16,8,4096K,duet_same,duet_same(8388608),3,7.239GB/s,1093.44,267,7.04,8.52,2026年 05月 21日 星期四 06:13:05 CST
16,8,4096K,duet_same,duet_same(4194304),3,7.187GB/s,528.97,271,2.68,4.33,2026年 05月 21日 星期四 06:14:06 CST
16,8,4096K,duet_same,duet_same(2097152),3,7.011GB/s,298.3,271,1.33,2.23,2026年 05月 21日 星期四 06:15:07 CST
16,8,4096K,duet_same,duet_same(1048576),3,6.684GB/s,176.27,271,0.74,1.18,2026年 05月 21日 星期四 06:16:08 CST
16,8,4096K,duet_dual,duet_dual(2097152/1048576),3,6.968GB/s,182.25,271,1.43,2.23,2026年 05月 21日 星期四 06:17:09 CST
16,8,4096K,duet_dual,duet_dual(2097152/524288),3,6.940GB/s,117.87,273,1.51,2.23,2026年 05月 21日 星期四 06:18:10 CST
16,8,4096K,duet_dual,duet_dual(2097152/262144),3,6.969GB/s,95.34,274,1.53,2.23,2026年 05月 21日 星期四 06:19:12 CST
17,8,4K,none,none,1,3.853GB/s,51.21,275,N/A,N/A,2026年 05月 21日 星期四 06:20:03 CST
17,8,4K,bfq,bfq,1,3.210GB/s,49.62,275,0.1,0.13,2026年 05月 21日 星期四 06:20:45 CST
17,8,4K,duet_same,duet_same(16777216),1,3.124GB/s,50.45,275,0.09,0.13,2026年 05月 21日 星期四 06:21:46 CST
17,8,4K,duet_same,duet_same(8388608),1,3.217GB/s,49.6,275,0.09,0.13,2026年 05月 21日 星期四 06:22:47 CST
17,8,4K,duet_same,duet_same(4194304),1,3.192GB/s,50.09,275,0.08,0.13,2026年 05月 21日 星期四 06:23:48 CST
17,8,4K,duet_same,duet_same(2097152),1,3.244GB/s,49.61,275,0.09,0.13,2026年 05月 21日 星期四 06:24:49 CST
17,8,4K,duet_same,duet_same(1048576),1,3.169GB/s,50.09,275,0.09,0.13,2026年 05月 21日 星期四 06:25:50 CST
17,8,4K,duet_dual,duet_dual(2097152/1048576),1,3.218GB/s,48.99,275,0.08,0.13,2026年 05月 21日 星期四 06:26:51 CST
17,8,4K,duet_dual,duet_dual(2097152/524288),1,3.178GB/s,48.92,275,0.09,0.13,2026年 05月 21日 星期四 06:27:52 CST
17,8,4K,duet_dual,duet_dual(2097152/262144),1,3.107GB/s,50.25,275,0.09,0.13,2026年 05月 21日 星期四 06:28:53 CST
17,8,4K,none,none,2,3.854GB/s,52.15,275,N/A,N/A,2026年 05月 21日 星期四 06:29:40 CST
17,8,4K,bfq,bfq,2,3.166GB/s,50.29,275,0.1,0.13,2026年 05月 21日 星期四 06:30:22 CST
17,8,4K,duet_same,duet_same(16777216),2,3.225GB/s,49.84,275,0.09,0.13,2026年 05月 21日 星期四 06:31:23 CST
17,8,4K,duet_same,duet_same(8388608),2,3.223GB/s,48.44,275,0.09,0.13,2026年 05月 21日 星期四 06:32:24 CST
17,8,4K,duet_same,duet_same(4194304),2,3.159GB/s,50.21,275,0.09,0.13,2026年 05月 21日 星期四 06:33:25 CST
17,8,4K,duet_same,duet_same(2097152),2,3.146GB/s,49.74,275,0.09,0.13,2026年 05月 21日 星期四 06:34:26 CST
17,8,4K,duet_same,duet_same(1048576),2,3.224GB/s,49.28,275,0.09,0.13,2026年 05月 21日 星期四 06:35:27 CST
17,8,4K,duet_dual,duet_dual(2097152/1048576),2,3.161GB/s,51,275,0.08,0.13,2026年 05月 21日 星期四 06:36:28 CST
17,8,4K,duet_dual,duet_dual(2097152/524288),2,3.214GB/s,49.95,275,0.09,0.13,2026年 05月 21日 星期四 06:37:29 CST
17,8,4K,duet_dual,duet_dual(2097152/262144),2,3.117GB/s,50.6,275,0.1,0.13,2026年 05月 21日 星期四 06:38:30 CST
17,8,4K,none,none,3,3.853GB/s,52.8,275,N/A,N/A,2026年 05月 21日 星期四 06:39:17 CST
17,8,4K,bfq,bfq,3,3.235GB/s,49.47,275,0.09,0.13,2026年 05月 21日 星期四 06:39:59 CST
17,8,4K,duet_same,duet_same(16777216),3,3.187GB/s,49.63,275,0.08,0.13,2026年 05月 21日 星期四 06:40:59 CST
17,8,4K,duet_same,duet_same(8388608),3,3.177GB/s,49.14,275,0.09,0.13,2026年 05月 21日 星期四 06:42:01 CST
17,8,4K,duet_same,duet_same(4194304),3,3.185GB/s,49.5,275,0.1,0.13,2026年 05月 21日 星期四 06:43:02 CST
17,8,4K,duet_same,duet_same(2097152),3,3.142GB/s,51.43,275,0.09,0.13,2026年 05月 21日 星期四 06:44:02 CST
17,8,4K,duet_same,duet_same(1048576),3,3.181GB/s,49.43,275,0.09,0.13,2026年 05月 21日 星期四 06:45:03 CST
17,8,4K,duet_dual,duet_dual(2097152/1048576),3,3.136GB/s,50.13,275,0.1,0.13,2026年 05月 21日 星期四 06:46:04 CST
17,8,4K,duet_dual,duet_dual(2097152/524288),3,3.209GB/s,49.46,275,0.09,0.13,2026年 05月 21日 星期四 06:47:06 CST
17,8,4K,duet_dual,duet_dual(2097152/262144),3,3.206GB/s,49.18,275,0.09,0.13,2026年 05月 21日 星期四 06:48:06 CST
18,8,16K,none,none,1,5.801GB/s,111.01,273,N/A,N/A,2026年 05月 21日 星期四 06:48:58 CST
18,8,16K,bfq,bfq,1,5.571GB/s,95.63,275,0.46,0.52,2026年 05月 21日 星期四 06:49:40 CST
18,8,16K,duet_same,duet_same(16777216),1,5.564GB/s,96.22,275,0.43,0.52,2026年 05月 21日 星期四 06:50:41 CST
18,8,16K,duet_same,duet_same(8388608),1,5.588GB/s,95.92,274,0.46,0.52,2026年 05月 21日 星期四 06:51:42 CST
18,8,16K,duet_same,duet_same(4194304),1,5.595GB/s,95.21,275,0.45,0.52,2026年 05月 21日 星期四 06:52:43 CST
18,8,16K,duet_same,duet_same(2097152),1,5.565GB/s,96.49,275,0.45,0.52,2026年 05月 21日 星期四 06:53:44 CST
18,8,16K,duet_same,duet_same(1048576),1,5.552GB/s,94.49,275,0.45,0.52,2026年 05月 21日 星期四 06:54:45 CST
18,8,16K,duet_dual,duet_dual(2097152/1048576),1,5.573GB/s,95.78,275,0.44,0.52,2026年 05月 21日 星期四 06:55:46 CST
18,8,16K,duet_dual,duet_dual(2097152/524288),1,5.563GB/s,95.47,275,0.46,0.52,2026年 05月 21日 星期四 06:56:47 CST
18,8,16K,duet_dual,duet_dual(2097152/262144),1,5.572GB/s,78.96,275,0.45,0.52,2026年 05月 21日 星期四 06:57:48 CST
18,8,16K,none,none,2,5.783GB/s,113.07,273,N/A,N/A,2026年 05月 21日 星期四 06:58:35 CST
18,8,16K,bfq,bfq,2,5.559GB/s,96.92,274,0.45,0.52,2026年 05月 21日 星期四 06:59:17 CST
18,8,16K,duet_same,duet_same(16777216),2,5.552GB/s,96.7,275,0.45,0.52,2026年 05月 21日 星期四 07:00:18 CST
18,8,16K,duet_same,duet_same(8388608),2,5.588GB/s,95.84,274,0.45,0.52,2026年 05月 21日 星期四 07:01:19 CST
18,8,16K,duet_same,duet_same(4194304),2,5.565GB/s,96.6,274,0.47,0.52,2026年 05月 21日 星期四 07:02:20 CST
18,8,16K,duet_same,duet_same(2097152),2,5.553GB/s,97.87,274,0.45,0.52,2026年 05月 21日 星期四 07:03:21 CST
18,8,16K,duet_same,duet_same(1048576),2,5.551GB/s,96.1,275,0.45,0.52,2026年 05月 21日 星期四 07:04:22 CST
18,8,16K,duet_dual,duet_dual(2097152/1048576),2,5.576GB/s,96.09,275,0.45,0.52,2026年 05月 21日 星期四 07:05:23 CST
18,8,16K,duet_dual,duet_dual(2097152/524288),2,5.574GB/s,96.11,275,0.45,0.52,2026年 05月 21日 星期四 07:06:24 CST
18,8,16K,duet_dual,duet_dual(2097152/262144),2,5.584GB/s,80.28,275,0.44,0.52,2026年 05月 21日 星期四 07:07:25 CST
18,8,16K,none,none,3,5.831GB/s,108.73,273,N/A,N/A,2026年 05月 21日 星期四 07:08:11 CST
18,8,16K,bfq,bfq,3,5.552GB/s,95.86,275,0.45,0.52,2026年 05月 21日 星期四 07:08:53 CST
18,8,16K,duet_same,duet_same(16777216),3,5.553GB/s,96.71,274,0.45,0.52,2026年 05月 21日 星期四 07:09:54 CST
18,8,16K,duet_same,duet_same(8388608),3,5.565GB/s,96.33,274,0.45,0.52,2026年 05月 21日 星期四 07:10:55 CST
18,8,16K,duet_same,duet_same(4194304),3,5.566GB/s,93.99,275,0.45,0.52,2026年 05月 21日 星期四 07:11:56 CST
18,8,16K,duet_same,duet_same(2097152),3,5.563GB/s,95.52,275,0.45,0.52,2026年 05月 21日 星期四 07:12:57 CST
18,8,16K,duet_same,duet_same(1048576),3,5.542GB/s,96.57,275,0.45,0.52,2026年 05月 21日 星期四 07:13:58 CST
18,8,16K,duet_dual,duet_dual(2097152/1048576),3,5.555GB/s,96.12,275,0.47,0.52,2026年 05月 21日 星期四 07:14:59 CST
18,8,16K,duet_dual,duet_dual(2097152/524288),3,5.546GB/s,96.26,275,0.46,0.52,2026年 05月 21日 星期四 07:16:00 CST
18,8,16K,duet_dual,duet_dual(2097152/262144),3,5.558GB/s,78.65,275,0.43,0.52,2026年 05月 21日 星期四 07:17:01 CST
19,16,64K,none,none,1,7.524GB/s,564.93,271,N/A,N/A,2026年 05月 21日 星期四 07:17:53 CST
19,16,64K,bfq,bfq,1,7.174GB/s,565.31,271,3.81,4.19,2026年 05月 21日 星期四 07:18:35 CST
19,16,64K,duet_same,duet_same(16777216),1,7.183GB/s,564.12,271,3.8,4.19,2026年 05月 21日 星期四 07:19:36 CST
19,16,64K,duet_same,duet_same(8388608),1,7.172GB/s,564.91,271,3.79,4.19,2026年 05月 21日 星期四 07:20:37 CST
19,16,64K,duet_same,duet_same(4194304),1,7.190GB/s,563.76,271,3.8,4.19,2026年 05月 21日 星期四 07:21:38 CST
19,16,64K,duet_same,duet_same(2097152),1,7.269GB/s,536.07,270,1.96,2.16,2026年 05月 21日 星期四 07:22:39 CST
19,16,64K,duet_same,duet_same(1048576),1,7.290GB/s,314.28,271,1.01,1.11,2026年 05月 21日 星期四 07:23:40 CST
19,16,64K,duet_dual,duet_dual(2097152/1048576),1,7.272GB/s,301.53,271,1.96,2.16,2026年 05月 21日 星期四 07:24:41 CST
19,16,64K,duet_dual,duet_dual(2097152/524288),1,7.268GB/s,171.12,271,1.96,2.16,2026年 05月 21日 星期四 07:25:42 CST
19,16,64K,duet_dual,duet_dual(2097152/262144),1,7.271GB/s,110.1,275,1.9,2.16,2026年 05月 21日 星期四 07:26:43 CST
19,16,64K,none,none,2,7.524GB/s,567.3,271,N/A,N/A,2026年 05月 21日 星期四 07:27:30 CST
19,16,64K,bfq,bfq,2,7.180GB/s,564.42,271,3.8,4.19,2026年 05月 21日 星期四 07:28:12 CST
19,16,64K,duet_same,duet_same(16777216),2,7.184GB/s,564.75,271,3.8,4.19,2026年 05月 21日 星期四 07:29:13 CST
19,16,64K,duet_same,duet_same(8388608),2,7.169GB/s,564.65,271,3.81,4.19,2026年 05月 21日 星期四 07:30:14 CST
19,16,64K,duet_same,duet_same(4194304),2,7.184GB/s,564.4,271,3.8,4.19,2026年 05月 21日 星期四 07:31:14 CST
19,16,64K,duet_same,duet_same(2097152),2,7.264GB/s,533.78,271,1.96,2.16,2026年 05月 21日 星期四 07:32:16 CST
19,16,64K,duet_same,duet_same(1048576),2,7.288GB/s,314.8,271,1.02,1.11,2026年 05月 21日 星期四 07:33:17 CST
19,16,64K,duet_dual,duet_dual(2097152/1048576),2,7.264GB/s,309.39,271,1.9,2.16,2026年 05月 21日 星期四 07:34:18 CST
19,16,64K,duet_dual,duet_dual(2097152/524288),2,7.264GB/s,170.76,271,1.96,2.16,2026年 05月 21日 星期四 07:35:18 CST
19,16,64K,duet_dual,duet_dual(2097152/262144),2,7.273GB/s,108.93,275,1.89,2.16,2026年 05月 21日 星期四 07:36:19 CST
19,16,64K,none,none,3,7.524GB/s,564.32,271,N/A,N/A,2026年 05月 21日 星期四 07:37:06 CST
19,16,64K,bfq,bfq,3,7.180GB/s,564.14,271,3.8,4.19,2026年 05月 21日 星期四 07:37:48 CST
19,16,64K,duet_same,duet_same(16777216),3,7.170GB/s,564.86,271,3.82,4.19,2026年 05月 21日 星期四 07:38:49 CST
19,16,64K,duet_same,duet_same(8388608),3,7.183GB/s,563.73,271,3.81,4.19,2026年 05月 21日 星期四 07:39:50 CST
19,16,64K,duet_same,duet_same(4194304),3,7.176GB/s,564.23,271,3.79,4.19,2026年 05月 21日 星期四 07:40:51 CST
19,16,64K,duet_same,duet_same(2097152),3,7.269GB/s,532.17,271,1.96,2.16,2026年 05月 21日 星期四 07:41:52 CST
19,16,64K,duet_same,duet_same(1048576),3,7.285GB/s,310.56,271,1,1.11,2026年 05月 21日 星期四 07:42:53 CST
19,16,64K,duet_dual,duet_dual(2097152/1048576),3,7.266GB/s,330.03,270,2.01,2.16,2026年 05月 21日 星期四 07:43:54 CST
19,16,64K,duet_dual,duet_dual(2097152/524288),3,7.277GB/s,178.58,271,1.92,2.16,2026年 05月 21日 星期四 07:44:55 CST
19,16,64K,duet_dual,duet_dual(2097152/262144),3,7.266GB/s,105.67,275,1.96,2.16,2026年 05月 21日 星期四 07:45:56 CST
20,16,256K,none,none,1,7.530GB/s,2191.76,266,N/A,N/A,2026年 05月 21日 星期四 07:46:48 CST
20,16,256K,bfq,bfq,1,7.247GB/s,2198.68,266,14.95,16.78,2026年 05月 21日 星期四 07:47:30 CST
20,16,256K,duet_same,duet_same(16777216),1,7.251GB/s,2199.51,266,14.62,16.78,2026年 05月 21日 星期四 07:48:31 CST
20,16,256K,duet_same,duet_same(8388608),1,7.262GB/s,1133.31,266,7.65,8.52,2026年 05月 21日 星期四 07:49:32 CST
20,16,256K,duet_same,duet_same(4194304),1,7.270GB/s,568.08,271,3.8,4.33,2026年 05月 21日 星期四 07:50:33 CST
20,16,256K,duet_same,duet_same(2097152),1,7.256GB/s,322.2,271,1.94,2.23,2026年 05月 21日 星期四 07:51:34 CST
20,16,256K,duet_same,duet_same(1048576),1,7.255GB/s,173.53,271,0.97,1.18,2026年 05月 21日 星期四 07:52:35 CST
20,16,256K,duet_dual,duet_dual(2097152/1048576),1,7.248GB/s,172.67,271,1.9,2.23,2026年 05月 21日 星期四 07:53:36 CST
20,16,256K,duet_dual,duet_dual(2097152/524288),1,7.248GB/s,118.7,274,1.94,2.23,2026年 05月 21日 星期四 07:54:37 CST
20,16,256K,duet_dual,duet_dual(2097152/262144),1,7.267GB/s,113.1,274,1.86,2.23,2026年 05月 21日 星期四 07:55:38 CST
20,16,256K,none,none,2,7.530GB/s,2196.85,266,N/A,N/A,2026年 05月 21日 星期四 07:56:25 CST
20,16,256K,bfq,bfq,2,7.259GB/s,2197.93,266,14.42,16.78,2026年 05月 21日 星期四 07:57:07 CST
20,16,256K,duet_same,duet_same(16777216),2,7.249GB/s,2203.92,266,14.33,16.78,2026年 05月 21日 星期四 07:58:08 CST
20,16,256K,duet_same,duet_same(8388608),2,7.259GB/s,1135.64,266,7.5,8.52,2026年 05月 21日 星期四 07:59:09 CST
20,16,256K,duet_same,duet_same(4194304),2,7.250GB/s,585.03,271,3.83,4.33,2026年 05月 21日 星期四 08:00:10 CST
20,16,256K,duet_same,duet_same(2097152),2,7.272GB/s,315.62,271,1.94,2.23,2026年 05月 21日 星期四 08:01:11 CST
20,16,256K,duet_same,duet_same(1048576),2,7.257GB/s,180.91,271,0.99,1.18,2026年 05月 21日 星期四 08:02:12 CST
20,16,256K,duet_dual,duet_dual(2097152/1048576),2,7.257GB/s,171.38,271,1.94,2.23,2026年 05月 21日 星期四 08:03:13 CST
20,16,256K,duet_dual,duet_dual(2097152/524288),2,7.245GB/s,114.21,274,1.83,2.23,2026年 05月 21日 星期四 08:04:14 CST
20,16,256K,duet_dual,duet_dual(2097152/262144),2,7.250GB/s,112.15,274,1.88,2.23,2026年 05月 21日 星期四 08:05:15 CST
20,16,256K,none,none,3,7.530GB/s,2196.64,266,N/A,N/A,2026年 05月 21日 星期四 08:06:02 CST
20,16,256K,bfq,bfq,3,7.254GB/s,2197.98,266,14.59,16.78,2026年 05月 21日 星期四 08:06:44 CST
20,16,256K,duet_same,duet_same(16777216),3,7.259GB/s,2198.19,266,14.24,16.78,2026年 05月 21日 星期四 08:07:45 CST
20,16,256K,duet_same,duet_same(8388608),3,7.261GB/s,1131.95,266,7.51,8.52,2026年 05月 21日 星期四 08:08:46 CST
20,16,256K,duet_same,duet_same(4194304),3,7.238GB/s,585.58,271,3.84,4.33,2026年 05月 21日 星期四 08:09:47 CST
20,16,256K,duet_same,duet_same(2097152),3,7.253GB/s,318.19,271,1.97,2.23,2026年 05月 21日 星期四 08:10:48 CST
20,16,256K,duet_same,duet_same(1048576),3,7.280GB/s,167.94,271,0.98,1.18,2026年 05月 21日 星期四 08:11:49 CST
20,16,256K,duet_dual,duet_dual(2097152/1048576),3,7.232GB/s,176.86,271,1.97,2.23,2026年 05月 21日 星期四 08:12:50 CST
20,16,256K,duet_dual,duet_dual(2097152/524288),3,7.257GB/s,115.22,274,1.9,2.23,2026年 05月 21日 星期四 08:13:51 CST
20,16,256K,duet_dual,duet_dual(2097152/262144),3,7.250GB/s,113.91,274,1.89,2.23,2026年 05月 21日 星期四 08:14:52 CST
21,16,1024K,none,none,1,7.532GB/s,6472.61,266,N/A,N/A,2026年 05月 21日 星期四 08:15:43 CST
21,16,1024K,bfq,bfq,1,7.304GB/s,3953.04,266,27.44,33.69,2026年 05月 21日 星期四 08:16:25 CST
