配置编号,Background数量,块大小,调度器模式,具体配置,运行次数,Sustained吞吐量,Burst延迟(μs),突发轮次,queue_MB均值,queue_MB峰值,完成时间
7,4,64K,duet_same,duet_same(1048576),2,7.143GB/s,153.84,271,0.95,1.05,2026年 05月 21日 星期四 01:46:21 CST
7,4,64K,duet_dual,duet_dual(2097152/1048576),2,7.140GB/s,153.41,271,0.93,1.05,2026年 05月 21日 星期四 01:47:22 CST
7,4,64K,duet_dual,duet_dual(2097152/524288),2,7.217GB/s,130.03,271,0.92,1.05,2026年 05月 21日 星期四 01:48:23 CST
7,4,64K,duet_dual,duet_dual(2097152/262144),2,7.235GB/s,81.87,275,0.91,1.05,2026年 05月 21日 星期四 01:49:24 CST
7,4,64K,none,none,3,7.524GB/s,154.87,271,N/A,N/A,2026年 05月 21日 星期四 01:50:10 CST
7,4,64K,bfq,bfq,3,7.146GB/s,152.75,271,0.91,1.05,2026年 05月 21日 星期四 01:50:52 CST
7,4,64K,duet_same,duet_same(16777216),3,7.135GB/s,153.12,271,0.94,1.05,2026年 05月 21日 星期四 01:51:53 CST
7,4,64K,duet_same,duet_same(8388608),3,7.140GB/s,153.33,271,0.95,1.05,2026年 05月 21日 星期四 01:52:54 CST
7,4,64K,duet_same,duet_same(4194304),3,7.144GB/s,152.56,271,0.92,1.05,2026年 05月 21日 星期四 01:53:55 CST
7,4,64K,duet_same,duet_same(2097152),3,7.139GB/s,153.56,271,0.91,1.05,2026年 05月 21日 星期四 01:54:56 CST
7,4,64K,duet_same,duet_same(1048576),3,7.138GB/s,153.59,271,0.93,1.05,2026年 05月 21日 星期四 01:55:57 CST
7,4,64K,duet_dual,duet_dual(2097152/1048576),3,7.138GB/s,153.74,271,0.95,1.05,2026年 05月 21日 星期四 01:56:58 CST
7,4,64K,duet_dual,duet_dual(2097152/524288),3,7.229GB/s,129.02,271,0.93,1.05,2026年 05月 21日 星期四 01:57:59 CST
7,4,64K,duet_dual,duet_dual(2097152/262144),3,7.220GB/s,83.99,275,0.95,1.05,2026年 05月 21日 星期四 01:59:00 CST
8,4,256K,none,none,1,7.530GB/s,553.03,271,N/A,N/A,2026年 05月 21日 星期四 01:59:51 CST
8,4,256K,bfq,bfq,1,7.242GB/s,552.93,271,3.72,4.19,2026年 05月 21日 星期四 02:00:33 CST
8,4,256K,duet_same,duet_same(16777216),1,7.247GB/s,552.26,271,3.71,4.19,2026年 05月 21日 星期四 02:01:34 CST
8,4,256K,duet_same,duet_same(8388608),1,7.249GB/s,551.45,271,3.61,4.19,2026年 05月 21日 星期四 02:02:35 CST
8,4,256K,duet_same,duet_same(4194304),1,7.244GB/s,552.37,271,3.72,4.19,2026年 05月 21日 星期四 02:03:36 CST
8,4,256K,duet_same,duet_same(2097152),1,7.260GB/s,313.53,271,2,2.23,2026年 05月 21日 星期四 02:04:37 CST
8,4,256K,duet_same,duet_same(1048576),1,7.239GB/s,176.11,271,0.89,1.18,2026年 05月 21日 星期四 02:05:38 CST
8,4,256K,duet_dual,duet_dual(2097152/1048576),1,7.238GB/s,181.94,271,1.94,2.23,2026年 05月 21日 星期四 02:06:39 CST
8,4,256K,duet_dual,duet_dual(2097152/524288),1,7.245GB/s,119.03,274,1.88,2.23,2026年 05月 21日 星期四 02:07:40 CST
8,4,256K,duet_dual,duet_dual(2097152/262144),1,7.244GB/s,107.54,274,1.88,2.23,2026年 05月 21日 星期四 02:08:41 CST
8,4,256K,none,none,2,7.530GB/s,551.59,271,N/A,N/A,2026年 05月 21日 星期四 02:09:28 CST
8,4,256K,bfq,bfq,2,7.239GB/s,552.7,271,3.72,4.19,2026年 05月 21日 星期四 02:10:09 CST
8,4,256K,duet_same,duet_same(16777216),2,7.240GB/s,552.52,271,3.72,4.19,2026年 05月 21日 星期四 02:11:10 CST
8,4,256K,duet_same,duet_same(8388608),2,7.245GB/s,550.7,271,3.69,4.19,2026年 05月 21日 星期四 02:12:11 CST
8,4,256K,duet_same,duet_same(4194304),2,7.242GB/s,553.08,271,3.72,4.19,2026年 05月 21日 星期四 02:13:12 CST
8,4,256K,duet_same,duet_same(2097152),2,7.237GB/s,313.95,271,1.94,2.23,2026年 05月 21日 星期四 02:14:13 CST
8,4,256K,duet_same,duet_same(1048576),2,7.246GB/s,178.65,270,1,1.18,2026年 05月 21日 星期四 02:15:14 CST
8,4,256K,duet_dual,duet_dual(2097152/1048576),2,7.229GB/s,184.29,270,1.96,2.23,2026年 05月 21日 星期四 02:16:15 CST
8,4,256K,duet_dual,duet_dual(2097152/524288),2,7.236GB/s,122.35,274,1.87,2.23,2026年 05月 21日 星期四 02:17:16 CST
8,4,256K,duet_dual,duet_dual(2097152/262144),2,7.237GB/s,107.9,274,1.88,2.23,2026年 05月 21日 星期四 02:18:17 CST
8,4,256K,none,none,3,7.530GB/s,552.93,271,N/A,N/A,2026年 05月 21日 星期四 02:19:04 CST
8,4,256K,bfq,bfq,3,7.243GB/s,552.54,271,3.7,4.19,2026年 05月 21日 星期四 02:19:46 CST
8,4,256K,duet_same,duet_same(16777216),3,7.243GB/s,551.23,271,3.59,4.19,2026年 05月 21日 星期四 02:20:46 CST
8,4,256K,duet_same,duet_same(8388608),3,7.246GB/s,550.74,271,3.71,4.19,2026年 05月 21日 星期四 02:21:48 CST
8,4,256K,duet_same,duet_same(4194304),3,7.245GB/s,551.48,271,3.72,4.19,2026年 05月 21日 星期四 02:22:48 CST
8,4,256K,duet_same,duet_same(2097152),3,7.247GB/s,314.14,271,1.94,2.23,2026年 05月 21日 星期四 02:23:49 CST
8,4,256K,duet_same,duet_same(1048576),3,7.253GB/s,173.73,271,0.94,1.18,2026年 05月 21日 星期四 02:24:50 CST
8,4,256K,duet_dual,duet_dual(2097152/1048576),3,7.229GB/s,179.53,271,1.94,2.23,2026年 05月 21日 星期四 02:25:51 CST
8,4,256K,duet_dual,duet_dual(2097152/524288),3,7.237GB/s,121.18,274,1.89,2.23,2026年 05月 21日 星期四 02:26:52 CST
8,4,256K,duet_dual,duet_dual(2097152/262144),3,7.246GB/s,120.89,274,1.9,2.23,2026年 05月 21日 星期四 02:27:53 CST
9,4,1024K,none,none,1,7.530GB/s,2166.51,266,N/A,N/A,2026年 05月 21日 星期四 02:28:45 CST
9,4,1024K,bfq,bfq,1,7.263GB/s,2140.36,266,14.29,16.65,2026年 05月 21日 星期四 02:29:27 CST
9,4,1024K,duet_same,duet_same(16777216),1,7.265GB/s,2132.5,266,14.17,16.52,2026年 05月 21日 星期四 02:30:28 CST
9,4,1024K,duet_same,duet_same(8388608),1,7.270GB/s,1107.65,266,7.33,8.52,2026年 05月 21日 星期四 02:31:29 CST
9,4,1024K,duet_same,duet_same(4194304),1,7.247GB/s,561.83,271,3.51,4.33,2026年 05月 21日 星期四 02:32:30 CST
9,4,1024K,duet_same,duet_same(2097152),1,7.226GB/s,300.8,271,1.63,2.23,2026年 05月 21日 星期四 02:33:31 CST
9,4,1024K,duet_same,duet_same(1048576),1,6.727GB/s,165.36,271,0.63,1.18,2026年 05月 21日 星期四 02:34:32 CST
9,4,1024K,duet_dual,duet_dual(2097152/1048576),1,7.261GB/s,155.78,272,1.54,2.23,2026年 05月 21日 星期四 02:35:33 CST
9,4,1024K,duet_dual,duet_dual(2097152/524288),1,7.153GB/s,149.79,273,1.59,2.23,2026年 05月 21日 星期四 02:36:34 CST
9,4,1024K,duet_dual,duet_dual(2097152/262144),1,7.164GB/s,101.15,274,1.61,2.23,2026年 05月 21日 星期四 02:37:35 CST
9,4,1024K,none,none,2,7.531GB/s,2165.23,266,N/A,N/A,2026年 05月 21日 星期四 02:38:22 CST
9,4,1024K,bfq,bfq,2,7.264GB/s,2139.69,266,14.26,16.65,2026年 05月 21日 星期四 02:39:03 CST
9,4,1024K,duet_same,duet_same(16777216),2,7.258GB/s,2140.68,266,14.24,16.65,2026年 05月 21日 星期四 02:40:04 CST
9,4,1024K,duet_same,duet_same(8388608),2,7.280GB/s,1118.6,266,7.26,8.52,2026年 05月 21日 星期四 02:41:05 CST
9,4,1024K,duet_same,duet_same(4194304),2,7.248GB/s,566.59,271,3.52,4.33,2026年 05月 21日 星期四 02:42:06 CST
9,4,1024K,duet_same,duet_same(2097152),2,7.237GB/s,297.96,271,1.64,2.23,2026年 05月 21日 星期四 02:43:07 CST
9,4,1024K,duet_same,duet_same(1048576),2,6.780GB/s,167.34,271,0.72,1.18,2026年 05月 21日 星期四 02:44:08 CST
9,4,1024K,duet_dual,duet_dual(2097152/1048576),2,7.258GB/s,160.16,271,1.45,2.23,2026年 05月 21日 星期四 02:45:09 CST
9,4,1024K,duet_dual,duet_dual(2097152/524288),2,7.154GB/s,129.8,273,1.62,2.23,2026年 05月 21日 星期四 02:46:10 CST
9,4,1024K,duet_dual,duet_dual(2097152/262144),2,7.167GB/s,98.29,275,1.54,2.23,2026年 05月 21日 星期四 02:47:11 CST
9,4,1024K,none,none,3,7.530GB/s,2170.59,266,N/A,N/A,2026年 05月 21日 星期四 02:47:58 CST
9,4,1024K,bfq,bfq,3,7.260GB/s,2142.5,266,14.29,16.65,2026年 05月 21日 星期四 02:48:40 CST
9,4,1024K,duet_same,duet_same(16777216),3,7.267GB/s,2139.65,266,13.89,16.52,2026年 05月 21日 星期四 02:49:41 CST
9,4,1024K,duet_same,duet_same(8388608),3,7.262GB/s,1104.26,266,7.13,8.52,2026年 05月 21日 星期四 02:50:42 CST
9,4,1024K,duet_same,duet_same(4194304),3,7.255GB/s,566.49,270,3.5,4.33,2026年 05月 21日 星期四 02:51:43 CST
9,4,1024K,duet_same,duet_same(2097152),3,7.267GB/s,291.25,271,1.65,2.23,2026年 05月 21日 星期四 02:52:44 CST
9,4,1024K,duet_same,duet_same(1048576),3,6.766GB/s,166.31,271,0.62,1.18,2026年 05月 21日 星期四 02:53:45 CST
9,4,1024K,duet_dual,duet_dual(2097152/1048576),3,7.261GB/s,166.85,271,1.62,2.23,2026年 05月 21日 星期四 02:54:46 CST
9,4,1024K,duet_dual,duet_dual(2097152/524288),3,7.177GB/s,129.24,273,1.49,2.23,2026年 05月 21日 星期四 02:55:47 CST
9,4,1024K,duet_dual,duet_dual(2097152/262144),3,7.129GB/s,101.43,274,1.56,2.23,2026年 05月 21日 星期四 02:56:48 CST
10,4,4096K,none,none,1,7.531GB/s,5208.46,266,N/A,N/A,2026年 05月 21日 星期四 02:57:40 CST
10,4,4096K,bfq,bfq,1,7.302GB/s,3790.15,266,26.89,33.55,2026年 05月 21日 星期四 02:58:22 CST
10,4,4096K,duet_same,duet_same(16777216),1,7.266GB/s,2194.39,266,14.2,16.91,2026年 05月 21日 星期四 02:59:23 CST
10,4,4096K,duet_same,duet_same(8388608),1,7.238GB/s,1024.13,268,6.4,8.52,2026年 05月 21日 星期四 03:00:24 CST
10,4,4096K,duet_same,duet_same(4194304),1,7.176GB/s,494.58,271,2.53,4.33,2026年 05月 21日 星期四 03:01:25 CST
10,4,4096K,duet_same,duet_same(2097152),1,6.822GB/s,291.14,271,1.55,2.23,2026年 05月 21日 星期四 03:02:26 CST
10,4,4096K,duet_same,duet_same(1048576),1,6.505GB/s,188.14,271,0.68,1.18,2026年 05月 21日 星期四 03:03:27 CST
10,4,4096K,duet_dual,duet_dual(2097152/1048576),1,6.832GB/s,186.96,271,1.28,2.23,2026年 05月 21日 星期四 03:04:27 CST
10,4,4096K,duet_dual,duet_dual(2097152/524288),1,6.795GB/s,122.24,273,1.48,2.23,2026年 05月 21日 星期四 03:05:28 CST
10,4,4096K,duet_dual,duet_dual(2097152/262144),1,6.805GB/s,103.31,275,1.36,2.23,2026年 05月 21日 星期四 03:06:29 CST
10,4,4096K,none,none,2,7.531GB/s,4765.4,266,N/A,N/A,2026年 05月 21日 星期四 03:07:16 CST
10,4,4096K,bfq,bfq,2,7.299GB/s,3756.11,266,28.25,34.34,2026年 05月 21日 星期四 03:07:58 CST
10,4,4096K,duet_same,duet_same(16777216),2,7.275GB/s,2156.4,266,14.16,16.91,2026年 05月 21日 星期四 03:08:59 CST
10,4,4096K,duet_same,duet_same(8388608),2,7.245GB/s,1006.44,268,5.99,8.52,2026年 05月 21日 星期四 03:10:00 CST
10,4,4096K,duet_same,duet_same(4194304),2,7.179GB/s,493.06,271,2.75,4.33,2026年 05月 21日 星期四 03:11:01 CST
10,4,4096K,duet_same,duet_same(2097152),2,6.846GB/s,279.15,271,1.37,2.23,2026年 05月 21日 星期四 03:12:02 CST
10,4,4096K,duet_same,duet_same(1048576),2,6.457GB/s,177.88,271,0.76,1.18,2026年 05月 21日 星期四 03:13:03 CST
10,4,4096K,duet_dual,duet_dual(2097152/1048576),2,6.846GB/s,191.17,271,1.35,2.23,2026年 05月 21日 星期四 03:14:04 CST
10,4,4096K,duet_dual,duet_dual(2097152/524288),2,6.817GB/s,127,273,1.16,2.23,2026年 05月 21日 星期四 03:15:05 CST
10,4,4096K,duet_dual,duet_dual(2097152/262144),2,6.823GB/s,102.95,275,1.44,2.23,2026年 05月 21日 星期四 03:16:06 CST
10,4,4096K,none,none,3,7.531GB/s,5040.13,266,N/A,N/A,2026年 05月 21日 星期四 03:16:53 CST
10,4,4096K,bfq,bfq,3,7.297GB/s,3778.09,266,27.54,33.82,2026年 05月 21日 星期四 03:17:35 CST
10,4,4096K,duet_same,duet_same(16777216),3,7.272GB/s,2178.64,266,14.42,16.91,2026年 05月 21日 星期四 03:18:36 CST
10,4,4096K,duet_same,duet_same(8388608),3,7.247GB/s,1020.56,268,6.11,8.52,2026年 05月 21日 星期四 03:19:37 CST
10,4,4096K,duet_same,duet_same(4194304),3,7.183GB/s,484.61,271,2.69,4.33,2026年 05月 21日 星期四 03:20:38 CST
10,4,4096K,duet_same,duet_same(2097152),3,6.840GB/s,280.05,271,1.47,2.23,2026年 05月 21日 星期四 03:21:39 CST
10,4,4096K,duet_same,duet_same(1048576),3,6.436GB/s,180.7,271,0.74,1.18,2026年 05月 21日 星期四 03:22:40 CST
10,4,4096K,duet_dual,duet_dual(2097152/1048576),3,6.808GB/s,193.84,271,1.45,2.23,2026年 05月 21日 星期四 03:23:41 CST
10,4,4096K,duet_dual,duet_dual(2097152/524288),3,6.820GB/s,119.1,273,1.47,2.23,2026年 05月 21日 星期四 03:24:42 CST
10,4,4096K,duet_dual,duet_dual(2097152/262144),3,6.820GB/s,95.02,275,1.36,2.23,2026年 05月 21日 星期四 03:25:43 CST
11,4,4K,none,none,1,3.164GB/s,38.64,275,N/A,N/A,2026年 05月 21日 星期四 03:26:35 CST
11,4,4K,bfq,bfq,1,2.948GB/s,42.14,275,0.05,0.07,2026年 05月 21日 星期四 03:27:16 CST
11,4,4K,duet_same,duet_same(16777216),1,2.951GB/s,43.46,275,0.05,0.07,2026年 05月 21日 星期四 03:28:17 CST
11,4,4K,duet_same,duet_same(8388608),1,2.969GB/s,41.74,275,0.05,0.07,2026年 05月 21日 星期四 03:29:18 CST
11,4,4K,duet_same,duet_same(4194304),1,2.952GB/s,41.41,275,0.05,0.07,2026年 05月 21日 星期四 03:30:19 CST
11,4,4K,duet_same,duet_same(2097152),1,3.159GB/s,40.97,275,0.05,0.07,2026年 05月 21日 星期四 03:31:20 CST
11,4,4K,duet_same,duet_same(1048576),1,2.945GB/s,42.69,275,0.05,0.07,2026年 05月 21日 星期四 03:32:21 CST
11,4,4K,duet_dual,duet_dual(2097152/1048576),1,2.942GB/s,45.16,275,0.04,0.07,2026年 05月 21日 星期四 03:33:22 CST
11,4,4K,duet_dual,duet_dual(2097152/524288),1,2.959GB/s,42.2,275,0.05,0.07,2026年 05月 21日 星期四 03:34:23 CST
11,4,4K,duet_dual,duet_dual(2097152/262144),1,2.970GB/s,42.13,275,0.05,0.07,2026年 05月 21日 星期四 03:35:24 CST
11,4,4K,none,none,2,3.174GB/s,37.14,275,N/A,N/A,2026年 05月 21日 星期四 03:36:11 CST
11,4,4K,bfq,bfq,2,2.958GB/s,41.89,275,0.05,0.07,2026年 05月 21日 星期四 03:36:53 CST
11,4,4K,duet_same,duet_same(16777216),2,2.942GB/s,43.24,275,0.05,0.07,2026年 05月 21日 星期四 03:37:54 CST
11,4,4K,duet_same,duet_same(8388608),2,2.969GB/s,42.91,275,0.04,0.07,2026年 05月 21日 星期四 03:38:55 CST
11,4,4K,duet_same,duet_same(4194304),2,2.962GB/s,41.34,275,0.04,0.07,2026年 05月 21日 星期四 03:39:55 CST
11,4,4K,duet_same,duet_same(2097152),2,2.965GB/s,44.54,275,0.05,0.07,2026年 05月 21日 星期四 03:40:56 CST
11,4,4K,duet_same,duet_same(1048576),2,2.959GB/s,42.84,275,0.04,0.07,2026年 05月 21日 星期四 03:41:57 CST
11,4,4K,duet_dual,duet_dual(2097152/1048576),2,2.951GB/s,42.85,275,0.05,0.07,2026年 05月 21日 星期四 03:42:58 CST
11,4,4K,duet_dual,duet_dual(2097152/524288),2,3.097GB/s,42.88,275,0.05,0.07,2026年 05月 21日 星期四 03:43:59 CST
11,4,4K,duet_dual,duet_dual(2097152/262144),2,2.961GB/s,41.7,275,0.04,0.07,2026年 05月 21日 星期四 03:45:00 CST
11,4,4K,none,none,3,3.160GB/s,44.92,275,N/A,N/A,2026年 05月 21日 星期四 03:45:47 CST
11,4,4K,bfq,bfq,3,2.956GB/s,42.7,275,0.04,0.07,2026年 05月 21日 星期四 03:46:29 CST
11,4,4K,duet_same,duet_same(16777216),3,2.984GB/s,43.27,275,0.05,0.07,2026年 05月 21日 星期四 03:47:30 CST
11,4,4K,duet_same,duet_same(8388608),3,2.952GB/s,41.65,275,0.04,0.07,2026年 05月 21日 星期四 03:48:31 CST
11,4,4K,duet_same,duet_same(4194304),3,2.956GB/s,42.37,275,0.05,0.07,2026年 05月 21日 星期四 03:49:32 CST
11,4,4K,duet_same,duet_same(2097152),3,2.966GB/s,32.45,275,0.04,0.07,2026年 05月 21日 星期四 03:50:33 CST
11,4,4K,duet_same,duet_same(1048576),3,2.964GB/s,42.18,275,0.05,0.07,2026年 05月 21日 星期四 03:51:34 CST
11,4,4K,duet_dual,duet_dual(2097152/1048576),3,2.950GB/s,43.7,275,0.04,0.07,2026年 05月 21日 星期四 03:52:35 CST
11,4,4K,duet_dual,duet_dual(2097152/524288),3,2.952GB/s,42.59,275,0.04,0.07,2026年 05月 21日 星期四 03:53:36 CST
11,4,4K,duet_dual,duet_dual(2097152/262144),3,2.970GB/s,42.37,275,0.05,0.07,2026年 05月 21日 星期四 03:54:36 CST
12,4,16K,none,none,1,5.431GB/s,74.5,275,N/A,N/A,2026年 05月 21日 星期四 03:55:28 CST
12,4,16K,bfq,bfq,1,5.141GB/s,60,275,0.23,0.26,2026年 05月 21日 星期四 03:56:10 CST
12,4,16K,duet_same,duet_same(16777216),1,5.139GB/s,60.26,275,0.22,0.26,2026年 05月 21日 星期四 03:57:11 CST
12,4,16K,duet_same,duet_same(8388608),1,5.124GB/s,60.85,275,0.22,0.26,2026年 05月 21日 星期四 03:58:12 CST
12,4,16K,duet_same,duet_same(4194304),1,5.132GB/s,60.91,275,0.21,0.26,2026年 05月 21日 星期四 03:59:13 CST
12,4,16K,duet_same,duet_same(2097152),1,5.146GB/s,60.12,275,0.22,0.26,2026年 05月 21日 星期四 04:00:14 CST
12,4,16K,duet_same,duet_same(1048576),1,5.152GB/s,60.16,275,0.22,0.26,2026年 05月 21日 星期四 04:01:15 CST
12,4,16K,duet_dual,duet_dual(2097152/1048576),1,5.135GB/s,60.13,275,0.22,0.26,2026年 05月 21日 星期四 04:02:16 CST
12,4,16K,duet_dual,duet_dual(2097152/524288),1,5.108GB/s,61.23,275,0.22,0.26,2026年 05月 21日 星期四 04:03:17 CST
12,4,16K,duet_dual,duet_dual(2097152/262144),1,5.151GB/s,59.65,275,0.22,0.26,2026年 05月 21日 星期四 04:04:18 CST
12,4,16K,none,none,2,5.627GB/s,70.36,275,N/A,N/A,2026年 05月 21日 星期四 04:05:05 CST
12,4,16K,bfq,bfq,2,5.165GB/s,60.43,275,0.22,0.26,2026年 05月 21日 星期四 04:05:46 CST
12,4,16K,duet_same,duet_same(16777216),2,5.135GB/s,60.48,275,0.22,0.26,2026年 05月 21日 星期四 04:06:47 CST
12,4,16K,duet_same,duet_same(8388608),2,5.150GB/s,60.04,275,0.22,0.26,2026年 05月 21日 星期四 04:07:48 CST
12,4,16K,duet_same,duet_same(4194304),2,5.154GB/s,60.08,275,0.22,0.26,2026年 05月 21日 星期四 04:08:49 CST
12,4,16K,duet_same,duet_same(2097152),2,5.120GB/s,61.04,275,0.22,0.26,2026年 05月 21日 星期四 04:09:50 CST
12,4,16K,duet_same,duet_same(1048576),2,5.140GB/s,60.39,275,0.22,0.26,2026年 05月 21日 星期四 04:10:51 CST
12,4,16K,duet_dual,duet_dual(2097152/1048576),2,5.152GB/s,60.7,275,0.22,0.26,2026年 05月 21日 星期四 04:11:52 CST
12,4,16K,duet_dual,duet_dual(2097152/524288),2,5.113GB/s,60.61,275,0.21,0.26,2026年 05月 21日 星期四 04:12:53 CST
12,4,16K,duet_dual,duet_dual(2097152/262144),2,5.153GB/s,58.95,275,0.22,0.26,2026年 05月 21日 星期四 04:13:54 CST
12,4,16K,none,none,3,5.614GB/s,67.21,275,N/A,N/A,2026年 05月 21日 星期四 04:14:41 CST
12,4,16K,bfq,bfq,3,5.141GB/s,60.36,275,0.22,0.26,2026年 05月 21日 星期四 04:15:23 CST
12,4,16K,duet_same,duet_same(16777216),3,5.128GB/s,61.18,275,0.22,0.26,2026年 05月 21日 星期四 04:16:24 CST
12,4,16K,duet_same,duet_same(8388608),3,5.113GB/s,60.34,275,0.22,0.26,2026年 05月 21日 星期四 04:17:25 CST
12,4,16K,duet_same,duet_same(4194304),3,5.142GB/s,60.26,275,0.22,0.26,2026年 05月 21日 星期四 04:18:26 CST
12,4,16K,duet_same,duet_same(2097152),3,5.149GB/s,59.96,275,0.22,0.26,2026年 05月 21日 星期四 04:19:26 CST
12,4,16K,duet_same,duet_same(1048576),3,5.112GB/s,50.58,275,0.21,0.26,2026年 05月 21日 星期四 04:20:27 CST
12,4,16K,duet_dual,duet_dual(2097152/1048576),3,5.164GB/s,60.19,275,0.23,0.26,2026年 05月 21日 星期四 04:21:28 CST
12,4,16K,duet_dual,duet_dual(2097152/524288),3,5.134GB/s,59.35,275,0.21,0.26,2026年 05月 21日 星期四 04:22:29 CST
12,4,16K,duet_dual,duet_dual(2097152/262144),3,5.122GB/s,61.28,275,0.22,0.26,2026年 05月 21日 星期四 04:23:30 CST
13,8,64K,none,none,1,7.524GB/s,290.48,271,N/A,N/A,2026年 05月 21日 星期四 04:24:22 CST
13,8,64K,bfq,bfq,1,7.148GB/s,308.65,271,1.9,2.1,2026年 05月 21日 星期四 04:25:04 CST
13,8,64K,duet_same,duet_same(16777216),1,7.147GB/s,306.87,271,1.89,2.1,2026年 05月 21日 星期四 04:26:05 CST
13,8,64K,duet_same,duet_same(8388608),1,7.142GB/s,312.75,271,1.9,2.1,2026年 05月 21日 星期四 04:27:06 CST
13,8,64K,duet_same,duet_same(4194304),1,7.149GB/s,304.16,271,1.95,2.1,2026年 05月 21日 星期四 04:28:07 CST
13,8,64K,duet_same,duet_same(2097152),1,7.144GB/s,308.18,271,1.97,2.1,2026年 05月 21日 星期四 04:29:08 CST
13,8,64K,duet_same,duet_same(1048576),1,7.261GB/s,276.02,271,0.99,1.11,2026年 05月 21日 星期四 04:30:09 CST
13,8,64K,duet_dual,duet_dual(2097152/1048576),1,7.234GB/s,248.3,271,1.89,2.1,2026年 05月 21日 星期四 04:31:10 CST
13,8,64K,duet_dual,duet_dual(2097152/524288),1,7.253GB/s,150.15,271,1.9,2.1,2026年 05月 21日 星期四 04:32:11 CST
13,8,64K,duet_dual,duet_dual(2097152/262144),1,7.240GB/s,87.21,275,1.84,2.1,2026年 05月 21日 星期四 04:33:12 CST
13,8,64K,none,none,2,7.524GB/s,289.86,271,N/A,N/A,2026年 05月 21日 星期四 04:33:59 CST
13,8,64K,bfq,bfq,2,7.144GB/s,306.31,271,1.93,2.1,2026年 05月 21日 星期四 04:34:40 CST
13,8,64K,duet_same,duet_same(16777216),2,7.144GB/s,317.87,271,1.9,2.1,2026年 05月 21日 星期四 04:35:41 CST
13,8,64K,duet_same,duet_same(8388608),2,7.142GB/s,311,271,1.9,2.1,2026年 05月 21日 星期四 04:36:42 CST
13,8,64K,duet_same,duet_same(4194304),2,7.139GB/s,305.92,271,1.89,2.1,2026年 05月 21日 星期四 04:37:43 CST
13,8,64K,duet_same,duet_same(2097152),2,7.143GB/s,290.23,271,1.96,2.1,2026年 05月 21日 星期四 04:38:44 CST
13,8,64K,duet_same,duet_same(1048576),2,7.253GB/s,270.77,271,1,1.11,2026年 05月 21日 星期四 04:39:45 CST
13,8,64K,duet_dual,duet_dual(2097152/1048576),2,7.230GB/s,247.42,271,1.86,2.1,2026年 05月 21日 星期四 04:40:46 CST
13,8,64K,duet_dual,duet_dual(2097152/524288),2,7.255GB/s,153.16,271,1.84,2.1,2026年 05月 21日 星期四 04:41:47 CST
13,8,64K,duet_dual,duet_dual(2097152/262144),2,7.232GB/s,87.76,275,1.81,2.1,2026年 05月 21日 星期四 04:42:48 CST
13,8,64K,none,none,3,7.524GB/s,288.85,271,N/A,N/A,2026年 05月 21日 星期四 04:43:35 CST
13,8,64K,bfq,bfq,3,7.141GB/s,306.06,271,1.91,2.1,2026年 05月 21日 星期四 04:44:17 CST
13,8,64K,duet_same,duet_same(16777216),3,7.148GB/s,307.68,271,1.96,2.1,2026年 05月 21日 星期四 04:45:18 CST
13,8,64K,duet_same,duet_same(8388608),3,7.143GB/s,289.94,271,1.89,2.1,2026年 05月 21日 星期四 04:46:19 CST
13,8,64K,duet_same,duet_same(4194304),3,7.146GB/s,329.33,271,1.96,2.1,2026年 05月 21日 星期四 04:47:20 CST
13,8,64K,duet_same,duet_same(2097152),3,7.141GB/s,303.8,271,1.95,2.1,2026年 05月 21日 星期四 04:48:21 CST
13,8,64K,duet_same,duet_same(1048576),3,7.248GB/s,273.94,271,1.02,1.11,2026年 05月 21日 星期四 04:49:22 CST
13,8,64K,duet_dual,duet_dual(2097152/1048576),3,7.241GB/s,247.18,271,1.9,2.1,2026年 05月 21日 星期四 04:50:22 CST
13,8,64K,duet_dual,duet_dual(2097152/524288),3,7.242GB/s,152.21,271,1.83,2.1,2026年 05月 21日 星期四 04:51:23 CST
13,8,64K,duet_dual,duet_dual(2097152/262144),3,7.243GB/s,86,275,1.84,2.1,2026年 05月 21日 星期四 04:52:25 CST
14,8,256K,none,none,1,7.530GB/s,1097.36,266,N/A,N/A,2026年 05月 21日 星期四 04:53:16 CST
14,8,256K,bfq,bfq,1,7.226GB/s,1099.59,266,7.33,8.39,2026年 05月 21日 星期四 04:53:58 CST
14,8,256K,duet_same,duet_same(16777216),1,7.225GB/s,1100,266,7.36,8.39,2026年 05月 21日 星期四 04:54:59 CST
14,8,256K,duet_same,duet_same(8388608),1,7.220GB/s,1100.22,266,7.43,8.39,2026年 05月 21日 星期四 04:56:00 CST
14,8,256K,duet_same,duet_same(4194304),1,7.281GB/s,580.54,271,3.82,4.33,2026年 05月 21日 星期四 04:57:01 CST
14,8,256K,duet_same,duet_same(2097152),1,7.261GB/s,314.21,271,1.99,2.23,2026年 05月 21日 星期四 04:58:02 CST
14,8,256K,duet_same,duet_same(1048576),1,7.278GB/s,197.48,270,0.95,1.18,2026年 05月 21日 星期四 04:59:03 CST
14,8,256K,duet_dual,duet_dual(2097152/1048576),1,7.250GB/s,173.79,271,1.91,2.23,2026年 05月 21日 星期四 05:00:04 CST
14,8,256K,duet_dual,duet_dual(2097152/524288),1,7.248GB/s,116.87,274,1.88,2.23,2026年 05月 21日 星期四 05:01:05 CST
