phase	monitor	target_procs	actual_procs	runtime_loops	override_peak	override_ok	fn_calls	work_us_mean	work_us_median	work_us_max	work_total_ms	bench_sec
monitor_on	1	100000	100000	20	88176	1	56	7416.952839285714	6718.406	33257.38	415.349359	2.713
