phase	t_rel_s	n_reps	fio_mean_MB_s	mal_mean_MB_s	mal_is_sparse_avg
G3_malicious_monitor_on	9.6	3	7908.204578650298	4231.0041600038485	False
G3_malicious_monitor_on	9.8	3	8603.158879532051	5323.27082666699	False
G3_malicious_monitor_on	10.0	3	7971.2104429724395	5075.107839995286	False
G3_malicious_monitor_on	10.2	3	7321.495731597937	5487.547733338324	False
G3_malicious_monitor_on	10.4	3	7374.056104207025	5901.735253325282	False
G3_malicious_monitor_on	10.6	3	7126.107735170189	6335.146666672427	False
G3_malicious_monitor_on	10.8	3	7794.982939153655	5637.843626667658	False
G3_malicious_monitor_on	11.0	3	7908.367747065793	3722.444799997147	False
G3_malicious_monitor_on	11.2	3	9587.626663458655	3416.610133336441	False
G3_malicious_monitor_on	11.4	3	7925.435269427025	4797.235199993455	False
G3_malicious_monitor_on	11.6	3	6991.218800271056	5108.312746671312	False
G3_malicious_monitor_on	11.8	3	7735.4870712804695	5525.99552000079	False
G3_malicious_monitor_on	12.0	3	7171.342428162112	5683.281919996983	False
G3_malicious_monitor_on	12.2	3	6753.026051237874	6106.207573338887	False
G3_malicious_monitor_on	12.4	3	7254.352874975496	6090.478933325024	False
G3_malicious_monitor_on	12.6	3	7463.17126231538	3827.3024000034807	False
G3_malicious_monitor_on	12.8	3	7299.857684091311	5082.098346666798	False
G3_malicious_monitor_on	13.0	3	7892.542345354602	5484.052479996678	False
G3_malicious_monitor_on	13.2	3	7506.361375001702	4365.571413337303	False
G3_malicious_monitor_on	13.4	3	7164.364497854662	4952.773973326577	False
G3_malicious_monitor_on	13.6	3	7466.480731449433	4260.713813337208	False
G3_malicious_monitor_on	13.8	3	7049.694878697633	5903.48288000091	False
G3_malicious_monitor_on	14.0	3	7451.546419056306	4625.967786663371	False
G3_malicious_monitor_on	14.2	3	7368.626772552667	4461.690880004058	False
G3_malicious_monitor_on	14.4	3	6926.377533243554	5606.386346659018	False
G3_malicious_monitor_on	14.6	3	6910.101889586659	5782.8966400052595	False
G3_malicious_monitor_on	14.8	3	7123.468805952296	5230.646613333883	False
G3_malicious_monitor_on	15.0	3	7296.6172640446575	5101.322239997403	False
G3_malicious_monitor_on	15.2	3	7086.306344530836	5122.293760004658	False
G3_malicious_monitor_on	15.4	3	7117.014656327571	5145.012906659646	False
G3_malicious_monitor_on	15.6	3	6534.37087862608	5648.329386671804	False
G3_malicious_monitor_on	15.8	3	6776.751236196408	6015.330986667782	False
G3_malicious_monitor_on	16.0	3	7424.220600687445	5277.832533329809	False
G3_malicious_monitor_on	16.2	3	7985.54756164072	3612.3443200032852	False
G3_malicious_monitor_on	16.4	3	7204.076367514062	5648.329386658962	False
G3_malicious_monitor_on	16.6	3	7059.552570052419	5438.6141866716125	False
G3_malicious_monitor_on	16.8	3	7142.12961439737	6003.097600000779	False
G3_malicious_monitor_on	17.0	3	6744.920464115928	5513.762133329939	False
G3_malicious_monitor_on	17.2	3	7172.222879990663	5629.105493338452	False
G3_malicious_monitor_on	17.4	3	7080.526092610825	5758.429866658811	False
G3_malicious_monitor_on	17.6	3	6702.848386683094	6057.274026672175	False
G3_malicious_monitor_on	17.8	3	7000.127362085034	5588.910080000489	False
G3_malicious_monitor_on	18.0	3	8895.888871467856	3608.8490666661783	False
G3_malicious_monitor_on	18.2	3	8161.400594587139	5746.196480005226	False
G3_malicious_monitor_on	18.4	3	7088.55808482246	5877.268479991981	False
G3_malicious_monitor_on	18.6	3	6819.603202413232	5269.094400004792	False
G3_malicious_monitor_on	18.8	3	7269.963280942677	5393.175893333598	False
G3_malicious_monitor_on	19.0	3	6784.530844092317	6088.731306662946	False
G3_malicious_monitor_on	19.2	3	7109.474980055497	5564.443306671727	False
G3_malicious_monitor_on	19.4	3	6880.7773702862805	6137.664853324961	False
G3_malicious_monitor_on	19.6	3	7633.517649022771	5230.64661333809	False
G3_malicious_monitor_on	19.8	3	7897.591434228118	4288.675840001898	False
G3_malicious_monitor_on	20.0	3	8028.8131696175	5001.707519995128	False
G3_malicious_monitor_on	20.2	3	7128.278931626803	5664.058026671817	False
G3_malicious_monitor_on	20.4	3	6873.931536816529	5980.378453325175	False
G3_malicious_monitor_on	20.6	3	7015.980412155109	5746.196480005226	False
G3_malicious_monitor_on	20.8	3	7716.078249427643	5129.284266666873	False
G3_malicious_monitor_on	21.0	3	7617.451217295522	5272.589653330607	False
G3_malicious_monitor_on	21.2	3	7516.976976097782	5751.439360005231	False
G3_malicious_monitor_on	21.4	3	6939.671531170963	5564.4433066590755	False
G3_malicious_monitor_on	21.6	3	6661.051815686911	5699.010560005183	False
G3_malicious_monitor_on	21.8	3	7142.97669895694	6015.330986667704	False
G3_malicious_monitor_on	22.0	3	7673.221947939716	5029.669546662734	False
G3_malicious_monitor_on	22.2	3	8357.972206054152	4365.571413337304	False
G3_malicious_monitor_on	22.4	3	8605.186496875574	3579.1394133284502	False
G3_malicious_monitor_on	22.6	3	9390.691403168034	3474.281813336493	False
G3_malicious_monitor_on	22.8	3	8919.02246653235	3238.3522133338543	False
G3_malicious_monitor_on	23.0	3	8839.326931007728	4276.442453330846	False
G3_malicious_monitor_on	23.2	3	7918.856481925143	4037.0176000036713	False
G3_malicious_monitor_on	23.4	3	8442.243139097183	4486.157653327214	False
G3_malicious_monitor_on	23.6	3	7419.212292900509	5316.280320004835	False
G3_malicious_monitor_on	23.8	3	7200.814797810465	5842.315946667513	False
G3_malicious_monitor_on	24.0	3	7305.16306881858	5704.253439997014	False
G3_malicious_monitor_on	24.2	3	7027.395777562696	6057.274026672175	False
G3_malicious_monitor_on	24.4	3	7019.251215041041	6156.888746658267	False
G3_malicious_monitor_on	24.6	3	7306.8049930828265	5230.64661333809	False
G3_malicious_monitor_on	24.8	3	7132.8029021071125	6141.160106667511	False
G3_malicious_monitor_on	25.0	3	7923.939832305906	4657.425066664723	False
G3_malicious_monitor_on	25.2	3	8139.158558510807	4648.686933337561	False
G3_malicious_monitor_on	25.4	3	7880.442438723313	5344.2423466593755	False
G3_malicious_monitor_on	25.6	3	8167.86489538707	5005.2027733378845	False
G3_malicious_monitor_on	25.8	3	8866.761092794219	4454.700373334559	False
G3_malicious_monitor_on	26.0	3	8013.0218433958025	4863.645013329312	False
G3_malicious_monitor_on	26.2	3	7417.757667887873	5473.566720004978	False
G3_malicious_monitor_on	26.4	3	8072.760147459095	4295.666346660806	False
G3_malicious_monitor_on	26.6	3	8273.768775296474	5019.183786671231	False
G3_malicious_monitor_on	26.8	3	8129.372212532781	4194.304000000107	False
G3_malicious_monitor_on	27.0	3	7719.492579091736	5601.143466663357	False
G3_malicious_monitor_on	27.2	3	7617.086468945062	5029.669546671241	False
G3_malicious_monitor_on	27.4	3	7307.216694311603	6237.279573324824	False
G3_malicious_monitor_on	27.6	3	6975.673428536519	5581.91957333841	False
G3_malicious_monitor_on	27.8	3	7130.7828147400505	5519.0050133338345	False
G3_malicious_monitor_on	28.0	3	7337.853325732933	6130.674346662956	False
G3_malicious_monitor_on	28.2	3	7129.832149623774	5852.80170667199	False
G3_malicious_monitor_on	28.4	3	7459.4761554024735	5812.606293325404	False
G3_malicious_monitor_on	28.6	3	7871.493039819201	5283.075413338138	False
G3_malicious_monitor_on	28.8	3	7837.911224372569	4961.5121066680285	False
G3_malicious_monitor_on	29.0	3	7650.244034583033	5256.861013328708	False
G3_malicious_monitor_on	29.2	3	7549.709241093605	4930.05482667115	False
G3_malicious_monitor_on	29.4	3	7635.700456780188	5134.527146659661	False
G3_malicious_monitor_on	29.6	3	7795.631445371832	5311.03744000483	False
G3_malicious_monitor_on	29.8	3	7569.008143721414	4984.231253335009	False
G3_malicious_monitor_on	30.0	3	7372.685175163834	5877.268479996154	False
G3_malicious_monitor_on	30.2	3	7589.421824109518	5417.642666671593	False
G3_malicious_monitor_on	30.4	3	7226.21960446233	5197.441706659577	False
G3_malicious_monitor_on	30.6	3	7833.130060240546	6079.993173338862	False
G3_malicious_monitor_on	30.8	3	8309.514685198119	4155.856213335329	False
G3_malicious_monitor_on	31.0	3	8269.63774249801	5316.280319996999	False
G3_malicious_monitor_on	31.2	3	6701.85978728932	6059.021653338844	False
G3_malicious_monitor_on	31.4	3	7002.713004108477	6263.493973324788	False
G3_malicious_monitor_on	31.6	3	6974.035046427142	5763.6727466719085	False
G3_malicious_monitor_on	31.8	3	7103.392428294031	5153.751040000428	False
G3_malicious_monitor_on	32.0	3	7523.729907215088	6052.031146662753	False
G3_malicious_monitor_on	32.2	3	7842.12993280128	5312.7850666714985	False
G3_malicious_monitor_on	32.4	3	8005.323773791133	4276.442453327499	False
G3_malicious_monitor_on	32.6	3	7180.122494074046	6048.535893338834	False
G3_malicious_monitor_on	32.8	3	7354.879127834273	6020.573866668089	False
G3_malicious_monitor_on	33.0	3	8379.767505675447	3736.425813331832	False
G3_malicious_monitor_on	33.2	3	7186.762320215668	5678.039040005165	False
G3_malicious_monitor_on	33.4	3	nan	6738.848426657474	False
G3_malicious_monitor_on	33.6	3	nan	2240.4573866687047	False
G3_malicious_monitor_on	33.8	3	nan	nan	False
G3_malicious_monitor_on	34.0	3	nan	nan	False
G3_malicious_monitor_on	34.2	3	nan	nan	False
G3_malicious_monitor_on	34.4	3	nan	nan	False
G3_malicious_monitor_on	34.6	3	nan	nan	False
G3_malicious_monitor_on	34.8	3	nan	nan	False
G3_malicious_monitor_on	35.0	3	nan	nan	False
