phase	monitor	target_procs	actual_procs	runtime_loops	override_peak	override_ok	fn_calls	work_us_mean	work_us_median	work_us_max	work_total_ms	bench_sec
monitor_on	1	10000	10000	219	8556	0	2	645.231	645.231	1288.402	1.290462	0.531
