phase	monitor	target_procs	actual_procs	runtime_loops	override_peak	override_ok	fn_calls	work_us_mean	work_us_median	work_us_max	work_total_ms	bench_sec
monitor_on	1	10000	10000	219	8575	0	3	691.367	786.55	1285.521	2.074101	0.572
