t_boot_s	cum_ios	cum_bytes	cum_lat_ns
3222.744152	0	0	0
3222.944300	1029	1078984704	3810365261
3223.144300	1915	2008023040	8253940085
3223.344300	2869	3008364544	12580218727
3223.544300	3637	3813670912	17256291749
3223.744300	4831	5065670656	21495051270
3223.944300	6015	6307184640	25808845106
3224.144300	6893	7227834368	29391824971
3224.344300	8024	8413773824	33428695255
3224.544300	8867	9297723392	37887316900
3224.744300	9341	9794748416	42472145343
3224.944300	10003	10488905728	46144781280
3225.144300	11220	11765022720	50382502452
3225.344300	12346	12945719296	54514670848
3225.544300	13505	14161018880	58673803355
3225.744300	13955	14632878080	62091257149
3225.944300	14967	15694036992	66331421829
3226.144300	15895	16667115520	70403416275
3226.344300	17081	17910726656	74879544660
3226.544300	18321	19210960896	79048842073
3226.744300	19117	20045627392	83443905198
3226.944300	19675	20630732800	88157634141
3227.144300	20407	21398290432	92293166626
3227.344300	21419	22459449344	96644739782
3227.544300	22441	23531094016	100710477410
3227.744300	23628	24775753728	105077922457
3227.944300	24775	25978470400	109386194329
3228.144300	25937	27196915712	113650012225
3228.344300	27121	28438429696	118016260285
3228.544300	28381	29759635456	122406958366
3228.744300	29551	30986469376	126429266946
3228.944300	30463	31942770688	130425384924
3229.144300	31239	32756465664	134937435005
3229.344300	32443	34018951168	139036955834
3229.544300	33664	35299262464	143145393276
3229.744300	34886	36580622336	147281749842
3229.944300	35448	37169922048	151152851412
3230.144300	36458	38228983808	155533017185
3230.344300	37121	38924189696	159648341200
3230.544300	38239	40096497664	164045510747
3230.744300	38906	40795897856	168001039690
3230.944300	39433	41348497408	173346482275
3231.144300	40608	42580574208	177648463597
3231.344300	41712	43738202112	181871114191
3231.544300	42895	44978667520	186165228383
3231.744300	44095	46236958720	190266242398
3231.944300	44956	47139782656	194384682767
3232.144300	45963	48195698688	198830307884
3232.344300	47075	49361715200	202876285369
3232.544300	47872	50197430272	206817311754
3232.744300	48370	50719621120	212628546962
3232.944300	49224	51615105024	216745785815
3233.144300	50378	52825161728	221050671038
3233.344300	51493	53994323968	225469582852
3233.544300	52626	55182360576	229806452591
