t_boot_s	cum_ios	cum_bytes	cum_lat_ns
3233.744300	53790	56402903040	234057243796
3233.944300	54907	57574162432	238303598546
3234.144300	56093	58817773568	242391217408
3234.344300	57302	60085501952	246801661116
3234.544300	58420	61257809920	251069057160
3234.744300	59549	62441652224	255212526049
3234.944300	60535	63475548160	259388494940
3235.144300	61666	64661487616	263688215369
3235.344300	62789	65839038464	268046428265
3235.544300	63175	66243788800	272127103532
3235.744300	64200	67318579200	276443461283
3235.944300	65412	68589453312	280632800636
3236.144300	66147	69360156672	284533279132
3236.344300	67189	70452772864	288709775435
3236.544300	68349	71669121024	293004417887
3236.744300	69276	72641150976	297244181703
3236.944300	70230	73641492480	301518494842
3237.144300	71305	74768711680	305858081838
3237.344300	72048	75547803648	310101565725
3237.544300	72904	76445384704	314178125063
3237.744300	74024	77619789824	318419178416
3237.944300	74723	78352744448	323259351857
3238.144300	75891	79577481216	327377835329
3238.344300	77050	80792780800	331618303107
3238.544300	77874	81656807424	335691734710
3238.744300	79036	82875252736	339804195623
3238.944300	80150	84043366400	344058527103
3239.144300	81220	85165342720	348410404689
3239.344300	81935	85915074560	353010775443
3239.544300	82666	86681583616	356982571196
3239.744300	83715	87781539840	361131284813
3239.944300	84505	88609914880	365157451569
3240.144300	85566	89722454016	369557123832
3240.344300	86473	90673512448	372924335991
3240.544300	86729	90941947904	377758144559
3240.744300	87767	92030369792	383226060516
3240.944300	88820	93134520320	387609540921
3241.144300	89986	94357159936	391791154927
3241.344300	91214	95644811264	395901888742
3241.544300	92362	96848576512	400174328808
3241.744300	93437	97975795712	404370612471
3241.944300	93832	98389983232	406102245881
3242.144300	94770	99373547520	414037030168
3242.344300	96002	100665393152	418338031431
3242.544300	97191	101912150016	422577279195
3242.744300	98382	103161004032	426881048285
3242.944300	99423	104252571648	431218725621
3243.144300	100381	105257107456	435602173636
3243.344300	101345	106267934720	439778158187
3243.544300	102364	107336433664	443410636562
3243.744300	103071	108077776896	448499281856
3243.944300	104102	109158858752	452452469926
3244.144300	105241	110353186816	456783856078
3244.344300	106336	111501377536	461249083553
3244.544300	107485	112706191360	465412335106
3244.744300	108541	113813487616	469528779196
3244.944300	109619	114943852544	473891486128
3245.144300	110800	116182220800	478141873054
3245.344300	111946	117383888896	482292159026
3245.544300	112757	118234284032	486356243281
3245.744300	113973	119509352448	490624584864
3245.944300	115107	120698437632	494972891539
3246.144300	116202	121846628352	499431581738
3246.344300	117356	123056685056	503749846662
3246.544300	118543	124301344768	507760354175
3246.744300	119715	125530275840	511834010480
3246.944300	120876	126747672576	515998075681
3247.144300	121658	127567659008	520062158197
3247.344300	122871	128839581696	524097072614
3247.544300	124126	130155544576	528356340328
3247.744300	125214	131296395264	532631733439
3247.944300	125790	131900375040	536763786058
3248.144300	126981	133149229056	541302142847
3248.344300	128133	134357188608	545422032218
3248.544300	129201	135477067776	550105137932
3248.744300	130306	136635744256	554586382529
3248.944300	131342	137722068992	558677407520
3249.144300	132476	138911154176	563015182845
3249.344300	133659	140151619584	567394299180
3249.544300	134682	141224312832	571682709507
3249.744300	135782	142377746432	575748817935
3249.944300	136825	143471411200	579804132200
3250.144300	137866	144562978816	584047236970
3250.344300	139067	145822318592	588331264429
3250.544300	140220	147031326720	592732344891
3250.744300	141342	148207828992	597111332821
3250.944300	142493	149414739968	601471579729
3251.144300	143070	150019768320	605161846718
3251.344300	143134	150086877184	607015560465
3251.544300	144236	151242407936	613846868559
3251.744300	144947	151987945472	617826218860
3251.944300	145732	152811077632	622181009603
3252.144300	146690	153815613440	626365950163
3252.344300	147874	155057127424	630851257252
3252.544300	148752	155977777152	635002320890
3252.744300	149285	156536668160	638434730432
3252.944300	150232	157529669632	643080572671
3253.144300	151317	158667374592	647276669299
3253.344300	152583	159994871808	651397652552
3253.544300	153767	161236385792	655414317343
3253.744300	154954	162481045504	659850969059
3253.944300	156093	163675373568	664290554219
3254.144300	157138	164771135488	668361006501
3254.144381	157138	164771135488	668361006501
